claim_number,subrogation,claim_est_payout,liab_prct,claim_date,claim_day_of_week,channel,zip_code,witness_present_ind,policy_report_filed_ind,in_network_bodyshop,accident_key,policyholder_key,vehicle_key,driver_key
3702088,0,2214.26,37,12/28/2016,Tuesday,Phone,50057,N,0,yes,5.0,7203.0,9111.0,8313.0
2955659,0,3140.74,36,2/16/2015,Friday,Broker,85018,Y,1,yes,8.0,7204.0,9112.0,8314.0
5229288,1,1295.65,27,5/30/2016,Wednesday,Broker,80031,Y,1,yes,11.0,7205.0,9113.0,8315.0
4676177,1,1814.99,34,1/22/2015,Saturday,Phone,80015,Y,0,no,9.0,7206.0,9114.0,301.0
7427968,0,5015.32,39,2/9/2016,Monday,Broker,80027,Y,0,yes,5.0,7207.0,9115.0,8316.0
1971314,0,1176.17,48,12/9/2016,Wednesday,Broker,80021,N,1,yes,8.0,7208.0,9116.0,8317.0
1992221,0,1320.56,30,5/18/2016,Thursday,Broker,85030,Y,1,yes,6.0,7209.0,9117.0,8318.0
6087043,0,1181.5,40,3/7/2016,Friday,Phone,50036,Y,1,no,9.0,21.0,9118.0,8319.0
9204901,1,2059.74,36,2/26/2015,Wednesday,Phone,50040,N,1,yes,11.0,7210.0,9119.0,8320.0
7284292,0,5068.35,34,9/7/2016,Sunday,Broker,80021,N,0,no,11.0,3325.0,9120.0,8321.0
9608763,0,627.71,31,11/7/2016,Wednesday,Broker,20149,N,1,yes,5.0,7211.0,9121.0,8322.0
3633444,0,2755.69,44,7/16/2016,Monday,Broker,20148,N,1,no,1.0,7212.0,9122.0,8323.0
1471794,0,5853.95,38,5/6/2016,Thursday,Broker,15025,Y,0,no,9.0,7213.0,9123.0,8324.0
9379956,0,7121.67,30,7/9/2016,Thursday,Phone,80012,Y,0,yes,8.0,7214.0,9124.0,7808.0
4477819,0,1070.32,31,3/6/2015,Thursday,Phone,20138,N,1,yes,11.0,3800.0,9125.0,8325.0
9954351,0,571.37,39,11/2/2016,Friday,Broker,85079,N,1,yes,12.0,7215.0,9126.0,8326.0
6244263,0,1994.03,42,5/21/2015,Friday,Broker,20151,N,0,yes,3.0,7216.0,9127.0,1582.0
3795649,0,2381.31,36,8/2/2016,Monday,Phone,15020,N,1,yes,4.0,7217.0,9128.0,8327.0
1699052,1,1851.14,38,2/18/2016,Wednesday,Broker,85033,Y,0,no,3.0,7218.0,9129.0,8328.0
7578423,0,799.65,47,7/4/2016,Wednesday,Phone,80014,N,1,yes,12.0,7219.0,9130.0,8329.0
2813283,0,1037.87,50,11/30/2015,Saturday,Broker,15001,Y,0,no,1.0,227.0,9131.0,8330.0
3205895,0,8504.78,32,7/27/2015,Sunday,Broker,15021,N,1,no,7.0,7220.0,9132.0,8331.0
7807157,0,839.15,50,2/13/2016,Tuesday,Phone,80033,N,1,yes,4.0,7221.0,9133.0,8332.0
6172282,1,6582.57,35,9/30/2015,Sunday,Phone,85024,Y,1,yes,7.0,7222.0,9134.0,8333.0
4800633,0,4557.91,46,4/1/2016,Sunday,Phone,15019,N,0,yes,8.0,7223.0,9135.0,6583.0
7333864,0,2990.72,44,5/3/2016,Saturday,Broker,80014,Y,0,no,9.0,7224.0,9136.0,8334.0
1748253,0,990.78,55,12/25/2015,Tuesday,Broker,20147,N,0,yes,8.0,7225.0,9137.0,8335.0
4866318,0,1471.78,43,2/25/2015,Friday,Broker,15025,N,1,no,12.0,7226.0,9138.0,8336.0
1016934,0,6691.05,52,1/13/2016,Saturday,Online,85004,Y,0,no,8.0,7227.0,9139.0,8337.0
2767071,1,1868.97,24,7/7/2015,Saturday,Online,80011,N,0,yes,11.0,7228.0,9140.0,8338.0
6051764,0,1363.06,46,4/27/2016,Thursday,Broker,20105,Y,1,yes,9.0,36.0,9141.0,8339.0
5748915,0,4944.06,42,10/20/2015,Wednesday,Online,85023,N,1,yes,2.0,7229.0,9142.0,8340.0
8974930,0,2810.52,29,9/23/2015,Saturday,Broker,85012,N,1,no,2.0,7230.0,9143.0,8341.0
8247463,0,3854.61,29,8/6/2015,Tuesday,Broker,85042,Y,1,yes,6.0,7231.0,9144.0,8342.0
4441267,0,1360.72,41,3/3/2015,Thursday,Broker,15054,N,0,yes,3.0,7232.0,9145.0,8343.0
1426448,0,3459.3,48,1/13/2016,Tuesday,Broker,85073,Y,1,no,9.0,7233.0,9146.0,8344.0
3924643,1,2576.61,29,8/30/2015,Saturday,Phone,80042,Y,1,yes,8.0,7234.0,9147.0,8345.0
2709423,0,966.31,39,7/2/2015,Wednesday,Broker,50011,N,1,yes,8.0,488.0,9148.0,8346.0
9811299,1,1929.65,30,11/15/2015,Wednesday,Broker,15031,N,1,yes,10.0,7235.0,9149.0,8347.0
7131820,0,2554.4,57,11/27/2015,Tuesday,Broker,15025,N,0,yes,9.0,7236.0,9150.0,8348.0
4620309,0,450.68,37,9/18/2015,Monday,Broker,20139,Y,1,yes,1.0,7237.0,9151.0,8349.0
9151031,0,12261.39,35,9/13/2015,Thursday,Phone,85028,N,0,yes,6.0,7238.0,9152.0,3307.0
6606383,1,1855.59,38,10/31/2016,Thursday,Broker,85024,Y,1,no,8.0,7239.0,9153.0,6138.0
1753188,1,3133.26,23,3/2/2015,Friday,Broker,20109,Y,1,yes,10.0,178.0,9154.0,8350.0
4360163,0,3090.05,52,5/18/2016,Tuesday,Phone,15001,N,1,yes,10.0,87.0,9155.0,5482.0
3406281,0,1006.57,32,5/7/2015,Saturday,Broker,80007,N,1,no,11.0,7240.0,9156.0,8351.0
4716590,0,4467.77,34,9/28/2016,Thursday,Phone,85025,N,1,yes,1.0,355.0,9157.0,8352.0
9388209,0,3815.33,46,6/13/2015,Friday,Broker,50013,N,1,yes,9.0,7241.0,9158.0,8353.0
8341073,0,1037.08,40,8/19/2016,Wednesday,Broker,85064,N,0,yes,3.0,7242.0,9159.0,8354.0
6858209,1,5610.77,25,4/3/2016,Thursday,Broker,15028,N,1,yes,7.0,64.0,9160.0,4056.0
2550356,0,5057.35,22,1/24/2016,Wednesday,Broker,50009,N,0,yes,6.0,7243.0,9161.0,5409.0
6178697,0,8401.01,28,2/24/2016,Monday,Phone,20144,N,1,yes,3.0,7244.0,9162.0,8128.0
4503648,0,21504.28,32,9/12/2016,Friday,Broker,80006,Y,0,yes,3.0,7245.0,9163.0,3228.0
6957455,1,542.68,40,12/28/2016,Saturday,Broker,20143,N,1,yes,10.0,7246.0,9164.0,8355.0
8819830,0,10583.31,31,2/2/2016,Thursday,Broker,15059,N,1,no,9.0,7247.0,9165.0,8356.0
8974245,0,2497.84,41,3/10/2015,Wednesday,Broker,15001,Y,1,yes,7.0,7248.0,9166.0,8357.0
2474469,0,2785.76,47,2/13/2015,Tuesday,Broker,80109,N,1,yes,6.0,43.0,9167.0,8358.0
8761475,0,3736.62,45,6/20/2015,Saturday,Online,85011,N,0,yes,9.0,7249.0,9168.0,1594.0
1077474,1,1735.79,28,12/13/2015,Wednesday,Broker,15012,N,0,no,8.0,7250.0,9169.0,8359.0
3701406,1,13917.09,42,5/18/2016,Monday,Online,80040,N,0,yes,11.0,7251.0,9170.0,2690.0
1893572,0,2787.2,63,12/23/2015,Sunday,Phone,15001,N,0,yes,3.0,7252.0,9171.0,8360.0
3582626,0,713.34,31,2/20/2016,Tuesday,Broker,15001,N,0,yes,7.0,466.0,9172.0,8361.0
9180085,0,726.6,40,9/14/2016,Wednesday,Online,80001,N,1,yes,12.0,7253.0,9173.0,3211.0
6790107,0,881.18,42,10/17/2015,Friday,Phone,15043,Y,1,no,2.0,7254.0,9174.0,8362.0
9810445,1,858.07,37,4/28/2015,Monday,Broker,50054,N,1,no,8.0,7255.0,9175.0,8363.0
9878084,0,849.31,58,4/7/2015,Tuesday,Broker,50047,Y,1,no,1.0,7256.0,9176.0,8364.0
7603517,0,5081.69,24,6/5/2016,Saturday,Broker,80031,N,0,yes,7.0,227.0,9177.0,8365.0
1261495,0,995.8,53,9/20/2015,Tuesday,Online,85062,N,0,no,9.0,7257.0,9178.0,8366.0
9547297,0,4336.7,22,4/17/2015,Wednesday,Broker,15007,N,0,no,5.0,87.0,9179.0,8367.0
5849636,0,8020.51,46,1/19/2016,Monday,Broker,20146,Y,1,yes,11.0,7258.0,9180.0,5494.0
8075234,1,8311.17,30,8/6/2016,Sunday,Broker,20148,Y,1,yes,3.0,7259.0,9181.0,8368.0
1914423,0,1877.04,57,11/21/2015,Monday,Phone,85067,N,1,yes,11.0,7260.0,9182.0,8105.0
9526119,0,1555.88,67,1/25/2015,Saturday,Broker,80044,N,1,yes,6.0,7261.0,9183.0,8369.0
1245271,0,1936.65,47,9/23/2015,Sunday,Online,85005,Y,1,no,1.0,178.0,9184.0,8370.0
2133230,0,1940.92,38,6/17/2016,Thursday,Broker,80022,Y,0,no,11.0,7262.0,9185.0,8371.0
3785377,0,1223.98,26,12/16/2015,Wednesday,Broker,20164,N,0,yes,11.0,7263.0,9186.0,8372.0
4105877,0,4775.73,57,1/10/2015,Saturday,Broker,80016,N,1,yes,10.0,37.0,9187.0,1800.0
2674538,0,649.84,31,1/13/2015,Monday,Broker,15025,Y,1,yes,12.0,7264.0,9188.0,8373.0
6502886,0,16192.79,30,7/15/2015,Saturday,Online,50049,Y,1,yes,2.0,7265.0,9189.0,8374.0
2963300,0,18370.05,36,9/3/2016,Friday,Online,20160,Y,1,yes,5.0,36.0,9190.0,8375.0
9854245,0,493.66,31,6/12/2015,Sunday,Broker,50005,N,1,yes,3.0,7266.0,9191.0,7050.0
6875388,0,746.4,18,12/7/2016,Sunday,Broker,20120,Y,0,no,9.0,7267.0,9192.0,8376.0
3810935,0,3776.66,38,10/2/2015,Tuesday,Phone,85031,Y,0,yes,7.0,227.0,9193.0,8377.0
9049833,0,21504.28,43,9/11/2016,Friday,Online,15035,N,0,yes,4.0,7268.0,9194.0,8378.0
9326605,0,1900.34,46,5/25/2016,Sunday,Broker,80003,N,1,yes,4.0,7269.0,9195.0,8379.0
2351452,0,491.03,55,4/5/2016,Saturday,Broker,15025,Y,1,yes,4.0,91.0,9196.0,8380.0
8931275,0,5269.13,29,3/17/2016,Wednesday,Online,50021,N,1,yes,12.0,2667.0,9197.0,8381.0
8068657,0,694.6,34,6/26/2015,Thursday,Phone,50013,Y,0,yes,3.0,7270.0,9198.0,8382.0
4254844,0,3202.84,39,12/18/2015,Friday,Broker,85011,N,1,yes,1.0,7271.0,9199.0,8383.0
2668448,0,3568.28,14,4/19/2016,Wednesday,Broker,80101,N,0,yes,3.0,178.0,9200.0,8384.0
9682731,1,3843.84,20,5/10/2016,Tuesday,Online,50029,Y,1,yes,8.0,850.0,9201.0,8385.0
7404279,0,3098.98,48,9/25/2016,Sunday,Broker,80019,Y,0,yes,12.0,7272.0,9202.0,8386.0
1670219,0,1773.42,32,12/10/2015,Sunday,Broker,80021,N,1,yes,12.0,64.0,9203.0,8387.0
1014613,0,5586.05,40,3/10/2015,Monday,Online,85065,N,1,no,7.0,7273.0,9204.0,3744.0
9789202,0,3473.81,43,10/11/2016,Saturday,Online,80106,N,0,yes,9.0,7274.0,9205.0,8388.0
1339751,0,6180.05,31,7/1/2015,Saturday,Online,20109,Y,1,no,1.0,7275.0,9206.0,8389.0
6756560,0,3582.13,30,8/9/2015,Wednesday,Broker,50042,N,0,yes,7.0,7276.0,9207.0,5094.0
7457823,0,2374.54,46,8/30/2015,Tuesday,Broker,20120,N,0,no,4.0,7277.0,9208.0,8390.0
1490329,1,7626.72,31,3/8/2015,Thursday,Broker,20152,Y,1,yes,7.0,7278.0,9209.0,8391.0
2307186,0,3349.77,29,4/17/2016,Tuesday,Broker,85026,N,1,yes,11.0,7279.0,9210.0,8392.0
2995073,0,3718.32,17,2/25/2015,Tuesday,Phone,15001,N,1,no,11.0,7280.0,9211.0,8393.0
2731584,0,1655.94,56,6/1/2016,Sunday,Broker,50012,Y,1,no,1.0,7281.0,9212.0,8394.0
2804947,0,1966.3,39,8/19/2016,Saturday,Broker,85005,N,1,yes,6.0,7282.0,9213.0,3200.0
5539067,1,1595.06,23,8/2/2016,Monday,Broker,15006,Y,1,yes,8.0,91.0,9214.0,8395.0
5441616,0,6058.57,76,3/12/2016,Monday,Broker,20160,Y,0,yes,11.0,7283.0,9215.0,8396.0
4887413,1,6367.45,29,2/23/2016,Wednesday,Phone,50051,N,0,no,1.0,37.0,9216.0,8397.0
9883931,1,1714.28,34,12/11/2015,Sunday,Broker,50043,N,1,yes,11.0,7284.0,9217.0,392.0
7843832,0,684.71,51,9/16/2016,Sunday,Online,20159,N,1,yes,6.0,7285.0,9218.0,8398.0
8540417,0,4350.83,42,7/11/2015,Tuesday,Online,20122,N,0,yes,4.0,7286.0,9219.0,8399.0
4884693,0,5018.49,43,12/30/2015,Saturday,Broker,85077,Y,1,yes,11.0,7287.0,9220.0,8400.0
5257512,0,784.27,37,4/2/2016,Tuesday,Broker,85032,N,1,no,1.0,7288.0,9221.0,8401.0
7716203,0,1999.51,50,8/28/2015,Saturday,Online,15044,N,1,no,10.0,7289.0,9222.0,8402.0
2906057,1,3979.69,40,1/3/2016,Tuesday,Online,80030,N,0,yes,9.0,183.0,9223.0,8403.0
5199488,0,3371.09,42,5/9/2015,Tuesday,Phone,85013,N,0,yes,7.0,7290.0,9224.0,8404.0
7092517,0,2106.1,36,2/23/2015,Tuesday,Broker,85019,Y,1,yes,4.0,7291.0,9225.0,8405.0
7349411,0,3596.03,33,3/26/2015,Thursday,Broker,20140,N,1,no,5.0,7292.0,9226.0,8406.0
2423659,0,2473.29,48,2/13/2015,Thursday,Broker,20140,N,0,yes,9.0,7293.0,9227.0,8407.0
6196542,0,850.36,35,1/22/2015,Sunday,Broker,80012,Y,0,yes,9.0,7294.0,9228.0,8408.0
4682252,0,8356.62,39,4/8/2015,Friday,Broker,50034,Y,1,yes,11.0,7295.0,9229.0,8409.0
6369784,1,2276.84,36,2/13/2015,Wednesday,Phone,15010,Y,1,no,10.0,7296.0,9230.0,8410.0
2089196,0,982.21,41,10/14/2016,Friday,Phone,50054,Y,1,yes,2.0,7297.0,9231.0,8411.0
3696184,0,13218.59,34,1/12/2015,Saturday,Online,80007,N,1,yes,2.0,7298.0,9232.0,8412.0
6684899,1,2341.47,27,9/10/2015,Sunday,Broker,15050,N,1,yes,2.0,1378.0,9233.0,8413.0
8803101,1,923.47,40,12/30/2016,Saturday,Broker,85037,Y,1,no,10.0,49.0,9234.0,8414.0
3446953,0,3558.45,46,3/5/2015,Thursday,Broker,15003,Y,0,yes,6.0,227.0,9235.0,8415.0
5563922,0,14030.95,37,9/29/2016,Sunday,Phone,80014,Y,1,no,5.0,7299.0,9236.0,8416.0
5843220,0,3141.64,34,9/15/2016,Tuesday,Broker,20138,Y,0,yes,2.0,36.0,9237.0,8417.0
4579190,0,2673.78,37,8/26/2015,Wednesday,Phone,85002,Y,1,no,8.0,7300.0,9238.0,8418.0
8523961,0,1398.51,36,12/9/2015,Tuesday,Phone,50025,N,0,no,1.0,7301.0,9239.0,8419.0
6420770,0,2936.19,50,12/7/2016,Friday,Phone,80046,N,1,yes,6.0,7302.0,9240.0,8420.0
4541795,0,1020.43,50,4/18/2016,Friday,Broker,50054,N,1,yes,9.0,7303.0,9241.0,7974.0
9292157,1,15477.38,18,6/4/2015,Friday,Phone,20152,N,1,yes,10.0,7304.0,9242.0,8421.0
2654486,0,847.81,35,2/14/2016,Friday,Broker,85027,N,0,no,8.0,1949.0,9243.0,8422.0
3142294,0,1887.66,37,4/4/2015,Sunday,Broker,80020,Y,1,no,1.0,7305.0,9244.0,1939.0
9793021,0,3825.33,35,3/24/2016,Saturday,Phone,80006,N,1,yes,4.0,997.0,9245.0,8423.0
1655553,0,711.52,48,12/31/2016,Thursday,Broker,15046,N,1,yes,5.0,7306.0,9246.0,8424.0
9280302,0,3751.61,46,6/26/2016,Sunday,Broker,85074,N,1,no,6.0,7307.0,9247.0,8425.0
5325615,0,3572.01,46,12/20/2015,Saturday,Broker,50050,Y,0,yes,11.0,7308.0,9248.0,8426.0
7959510,0,7795.9,38,4/10/2015,Tuesday,Broker,50043,Y,0,no,10.0,7309.0,9249.0,8427.0
6486958,0,1031.61,54,3/12/2015,Thursday,Broker,80002,N,1,no,2.0,7310.0,9250.0,8428.0
1848715,0,17948.17,30,7/17/2016,Friday,Phone,50055,N,1,no,5.0,7311.0,9251.0,8429.0
7160233,0,2249.69,47,4/22/2016,Wednesday,Broker,20148,Y,1,no,10.0,7312.0,9252.0,8430.0
7597162,0,449.83,31,7/11/2016,Monday,Phone,85037,N,0,no,3.0,7313.0,9253.0,8431.0
5192931,0,2096.85,43,10/16/2015,Wednesday,Broker,80002,N,0,yes,5.0,7314.0,9254.0,8432.0
4635941,1,3608.04,43,8/14/2016,Sunday,Broker,15009,N,1,yes,8.0,7315.0,9255.0,8433.0
4074363,1,1066.27,39,12/30/2016,Tuesday,Broker,20102,N,0,yes,11.0,7316.0,9256.0,8434.0
4353512,0,285.62,31,3/22/2016,Friday,Broker,15057,N,1,yes,2.0,87.0,9257.0,8435.0
1785312,0,7505.38,26,8/7/2015,Friday,Broker,80015,Y,1,yes,6.0,7317.0,9258.0,8436.0
4868116,0,594.23,38,8/13/2016,Saturday,Online,50049,N,0,yes,1.0,7318.0,9259.0,8437.0
1324449,0,507.1,35,3/12/2015,Wednesday,Broker,85079,N,1,no,5.0,7319.0,9260.0,8438.0
5584003,0,810.17,50,1/17/2015,Thursday,Online,50003,N,1,no,2.0,7320.0,9261.0,8439.0
3113323,0,1667.8,53,8/23/2015,Wednesday,Broker,20109,N,1,no,12.0,37.0,9262.0,8440.0
6117498,0,1652.85,53,10/11/2015,Tuesday,Online,50009,N,1,no,6.0,7321.0,9263.0,8441.0
1502349,0,11303,47,7/3/2015,Friday,Phone,85030,N,1,yes,1.0,7322.0,9264.0,8442.0
6003688,0,7229.16,39,6/22/2016,Tuesday,Phone,80020,Y,0,yes,5.0,7323.0,9265.0,8443.0
8515138,0,2231.35,49,5/22/2015,Friday,Online,50012,Y,0,no,12.0,7324.0,9266.0,8444.0
5297194,0,2874.56,49,3/28/2016,Monday,Broker,80014,N,1,yes,1.0,7325.0,9267.0,7443.0
7249979,0,2217.79,46,3/8/2016,Friday,Phone,50021,N,0,yes,7.0,7326.0,9268.0,8445.0
4708753,0,195.74,44,1/14/2015,Sunday,Broker,80016,Y,0,yes,8.0,7327.0,9269.0,1812.0
5484534,0,7053.34,45,7/18/2016,Wednesday,Broker,80022,Y,1,yes,4.0,7328.0,9270.0,8446.0
8495022,0,4620.33,37,7/19/2015,Monday,Online,20142,N,0,yes,10.0,7329.0,9271.0,1672.0
7929786,0,2211.01,39,2/21/2015,Thursday,Broker,50025,N,1,no,5.0,7330.0,9272.0,8447.0
2410942,0,7846.16,66,4/10/2015,Tuesday,Broker,80016,N,1,yes,6.0,7331.0,9273.0,8448.0
5049093,0,1900.99,57,3/13/2016,Saturday,Broker,50038,Y,0,yes,9.0,7332.0,9274.0,8449.0
8903865,0,1982.54,32,9/4/2015,Friday,Broker,80016,Y,0,yes,11.0,7333.0,9275.0,8450.0
9086029,0,1824.19,55,9/14/2015,Monday,Phone,15025,N,1,yes,9.0,7334.0,9276.0,8451.0
8404989,0,18070.9,39,5/11/2015,Friday,Broker,20106,N,1,yes,7.0,7335.0,9277.0,5359.0
9828784,0,3076.71,32,3/5/2015,Tuesday,Broker,85060,N,0,yes,5.0,7336.0,9278.0,4013.0
1662083,1,3169.21,33,2/23/2015,Saturday,Broker,15012,Y,1,yes,1.0,7337.0,9279.0,6465.0
9462659,1,741.79,23,11/1/2016,Friday,Phone,50042,N,1,yes,10.0,7338.0,9280.0,8452.0
3854302,0,874.54,33,12/11/2016,Sunday,Phone,85066,N,0,yes,2.0,7339.0,9281.0,8453.0
1659245,0,3334.28,42,9/21/2015,Monday,Broker,80109,N,1,no,5.0,351.0,9282.0,8454.0
6791291,0,1728.22,40,6/17/2016,Monday,Online,50055,Y,0,yes,4.0,7340.0,9283.0,1282.0
3401484,1,2557.8,32,12/16/2016,Thursday,Phone,15045,N,1,yes,10.0,7341.0,9284.0,8455.0
8510057,1,1240.59,36,10/27/2016,Saturday,Online,20164,Y,1,yes,10.0,7342.0,9285.0,8456.0
2492771,0,493.31,48,10/25/2015,Saturday,Broker,20104,N,0,yes,5.0,2054.0,9286.0,8457.0
3145486,0,4576.52,42,4/24/2015,Friday,Broker,85064,N,0,yes,12.0,7343.0,9287.0,4759.0
7469550,0,7051.37,44,12/2/2016,Sunday,Broker,85036,N,0,yes,9.0,36.0,9288.0,8458.0
5411656,0,357.69,59,12/22/2015,Wednesday,Online,15022,N,1,no,6.0,7344.0,9289.0,8459.0
1907024,0,8452.91,30,8/4/2016,Monday,Broker,50003,Y,0,yes,3.0,6357.0,9290.0,8460.0
7496420,0,10143.24,35,9/9/2015,Monday,Broker,50057,N,1,yes,8.0,142.0,9291.0,8461.0
9329533,0,1163.97,41,4/11/2016,Wednesday,Online,15012,N,1,yes,12.0,87.0,9292.0,6876.0
5646494,1,3357.15,37,3/7/2015,Saturday,Broker,80108,N,0,yes,2.0,7345.0,9293.0,8462.0
5215768,0,8928.31,39,7/2/2016,Wednesday,Phone,85019,N,1,yes,9.0,2114.0,9294.0,8463.0
5566401,0,6724.07,59,1/5/2015,Monday,Broker,85031,N,0,yes,12.0,7346.0,9295.0,1374.0
9332548,0,5183.39,44,5/15/2016,Friday,Phone,15042,N,0,no,9.0,7347.0,9296.0,8464.0
5440873,0,8245.74,39,11/18/2016,Sunday,Phone,80027,Y,1,no,9.0,7348.0,9297.0,8465.0
9266655,1,780.38,26,9/29/2016,Saturday,Broker,85014,Y,1,yes,11.0,7349.0,9298.0,8466.0
5839949,0,2787.03,29,7/1/2015,Wednesday,Phone,85035,N,0,no,1.0,7350.0,9299.0,8467.0
3233113,1,4722.79,34,2/18/2016,Saturday,Online,20101,N,1,no,10.0,7351.0,9300.0,8468.0
4667141,0,1354.03,43,12/28/2016,Wednesday,Broker,15001,N,0,no,8.0,7352.0,9301.0,8469.0
6032415,0,1327.53,40,4/24/2016,Thursday,Broker,80030,Y,1,yes,6.0,7353.0,9302.0,8470.0
6670425,0,2156.68,27,10/7/2016,Friday,Phone,80046,N,1,no,3.0,7354.0,9303.0,8471.0
1397150,0,1674.64,24,1/24/2015,Monday,Broker,20164,N,0,yes,10.0,36.0,9304.0,8472.0
5062179,0,910.86,44,6/12/2015,Saturday,Broker,80105,N,0,yes,11.0,7355.0,9305.0,8473.0
7279854,0,3205.39,37,12/11/2015,Wednesday,Online,85050,N,0,yes,2.0,7356.0,9306.0,8474.0
1052873,0,923.72,34,7/4/2015,Wednesday,Phone,80023,Y,1,yes,12.0,7357.0,9307.0,8475.0
2804797,0,3016.57,40,7/23/2015,Sunday,Broker,85074,Y,1,yes,11.0,7358.0,9308.0,3811.0
8913594,0,1370.81,41,3/17/2015,Friday,Broker,80001,Y,1,yes,1.0,183.0,9309.0,8476.0
8642542,1,280.64,32,12/17/2016,Monday,Phone,20152,Y,1,yes,10.0,7359.0,9310.0,8477.0
1625439,0,1666.72,28,1/10/2015,Monday,Broker,85053,N,0,yes,6.0,7360.0,9311.0,8478.0
5635176,0,540.9,47,8/25/2015,Wednesday,Phone,80016,Y,1,yes,10.0,7361.0,9312.0,8479.0
8660772,0,4669.59,23,8/29/2015,Tuesday,Online,85067,N,1,yes,1.0,1977.0,9313.0,8480.0
1374914,0,6607.96,46,9/27/2016,Monday,Broker,50026,Y,0,yes,12.0,7362.0,9314.0,8481.0
2000626,0,4869.64,39,2/14/2016,Tuesday,Phone,85075,N,1,no,1.0,7363.0,9315.0,8482.0
7343255,0,1488.8,37,3/19/2015,Monday,Phone,85053,Y,1,yes,9.0,7364.0,9316.0,2960.0
8636435,0,1030.76,44,8/24/2016,Thursday,Broker,15034,N,1,yes,9.0,7365.0,9317.0,6157.0
7386462,0,1110.15,40,7/2/2016,Friday,Phone,50021,Y,0,yes,8.0,7366.0,9318.0,8483.0
9564442,0,2774.96,33,3/5/2016,Thursday,Broker,85011,N,1,no,2.0,7367.0,9319.0,8484.0
9112328,0,1466.86,38,9/13/2015,Tuesday,Phone,50027,N,0,yes,12.0,7368.0,9320.0,3764.0
6835083,0,2385.35,59,3/23/2015,Wednesday,Broker,80045,Y,1,no,8.0,7369.0,9321.0,8485.0
1025421,1,5340.02,33,3/23/2015,Friday,Phone,20160,Y,1,no,2.0,64.0,9322.0,8486.0
6732422,0,2465.59,24,10/24/2015,Thursday,Broker,85045,N,0,yes,5.0,268.0,9323.0,8487.0
2397356,0,424.47,23,8/25/2016,Friday,Broker,80011,N,1,yes,8.0,7370.0,9324.0,8488.0
4827708,0,1511.17,27,3/13/2015,Thursday,Phone,20140,N,0,yes,10.0,7371.0,9325.0,8489.0
3143019,0,5088.43,55,9/27/2015,Monday,Broker,50012,Y,0,yes,9.0,7372.0,9326.0,8490.0
5553694,0,5186.77,39,11/1/2016,Sunday,Online,20152,N,1,no,9.0,7373.0,9327.0,8491.0
1874812,0,2392.03,40,1/23/2016,Sunday,Phone,15046,N,1,yes,1.0,7374.0,9328.0,8492.0
7260950,0,4144.34,26,6/14/2015,Wednesday,Broker,80001,Y,0,no,4.0,82.0,9329.0,8493.0
3310211,0,2415.14,26,3/22/2016,Tuesday,Broker,20137,Y,0,yes,8.0,43.0,9330.0,8494.0
7333102,0,7478.36,35,3/27/2015,Thursday,Broker,15012,Y,1,no,1.0,7375.0,9331.0,8495.0
4732219,0,934.22,49,5/6/2016,Saturday,Broker,85014,Y,0,yes,7.0,91.0,9332.0,8496.0
3262373,1,1376.61,44,8/7/2016,Sunday,Phone,15035,Y,1,yes,5.0,7376.0,9333.0,8497.0
9982964,0,371.03,36,1/3/2016,Friday,Broker,15045,Y,1,yes,6.0,36.0,9334.0,6350.0
7206672,1,572.44,37,8/1/2015,Saturday,Broker,15018,Y,1,yes,10.0,7377.0,9335.0,8498.0
3314232,1,1248.09,40,12/2/2015,Sunday,Broker,80040,Y,1,no,8.0,44.0,9336.0,8499.0
3748731,0,1905.17,37,4/12/2016,Friday,Broker,50031,Y,0,no,12.0,7378.0,9337.0,7537.0
2931645,0,203.6,22,3/23/2015,Saturday,Broker,20134,N,0,yes,3.0,1026.0,9338.0,8500.0
5803006,1,5542.37,30,11/13/2016,Tuesday,Broker,85070,N,1,yes,11.0,7379.0,9339.0,4345.0
7543325,0,12207.14,36,11/20/2015,Monday,Broker,20103,N,0,yes,4.0,7380.0,9340.0,8501.0
2376600,1,1024.81,21,3/20/2015,Sunday,Broker,15038,Y,1,yes,12.0,7381.0,9341.0,8502.0
2646920,0,2263.29,51,8/21/2015,Friday,Phone,80020,Y,1,yes,7.0,7382.0,9342.0,8503.0
5216386,0,1225.01,26,6/24/2015,Wednesday,Broker,20104,Y,0,no,8.0,7383.0,9343.0,8504.0
9694232,1,3629.63,31,5/6/2016,Friday,Broker,15022,N,1,no,11.0,7384.0,9344.0,8505.0
6035647,0,1100.98,41,12/1/2016,Saturday,Broker,20110,Y,1,yes,12.0,7385.0,9345.0,8506.0
1380916,0,1748.05,42,6/10/2015,Sunday,Phone,15028,Y,1,yes,10.0,7386.0,9346.0,8507.0
8512387,1,1486.07,34,3/26/2015,Thursday,Broker,50026,Y,0,yes,10.0,7387.0,9347.0,1936.0
9444614,1,9260.03,29,9/14/2015,Monday,Broker,50013,Y,0,yes,7.0,7388.0,9348.0,2560.0
5365007,0,1051.79,57,8/6/2015,Saturday,Broker,85006,N,1,no,11.0,7389.0,9349.0,2332.0
3424065,0,487.86,61,3/25/2015,Wednesday,Broker,50047,N,0,no,12.0,543.0,9350.0,8508.0
3763567,0,12991.63,47,2/23/2016,Monday,Phone,85071,Y,1,yes,4.0,183.0,9351.0,8509.0
