subrogation,claim_number,year_of_born,gender,email_or_tel_available,safety_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,vehicle_made_year,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,age_of_DL,accident_type,in_network_bodyshop,vehicle_mileage
1,5209685,1960,F,1,87,49947,1,1,Own,20138,11/23/2015,Thursday,Highway/Intersection,0,Y,32,Broker,0,2040.81,2014,Medium,15000,black,20134.11511,24,multi_vehicle_unclear,yes,94828
1,9157038,1996,F,0,95,49526,1,0,Rent,85054,2/3/2016,Friday,Parking Area,8,N,31,Online,0,1113.06,2024,Medium,40468.61206,black,36256.1456,20,multi_vehicle_unclear,yes,88587
0,9993281,1984,M,1,100,30015,1,1,Own,80107,11/15/2016,Saturday,Unknown,10,N,54,Broker,1,1487.82,2012,Large,107788.6034,white,20989.56444,24,multi_vehicle_unclear,no,70450
0,5119236,1992,M,1,100,30015,1,0,Own,20109,9/23/2016,Saturday,Unknown,24,N,57,Broker,1,2246.96,2027,Medium,59126.03508,silver,27301.29815,29,single_car,yes,119557
0,1118502,1995,M,1,72,37039,0,1,Own,80036,1/6/2015,Friday,Unknown,2,N,38,Phone,1,1098.38,2026,Large,28040.2137,other,29102.27154,25,multi_vehicle_clear,yes,69801
0,9582778,1996,M,1,63,30015,1,1,Rent,50043,2/4/2015,Monday,Unknown,0,N,53,Broker,0,6762.17,2023,Medium,15000,gray,19883.0452,22,single_car,yes,59274
0,9474366,1980,M,1,92,68051,1,1,Own,50054,6/22/2016,Sunday,Parking Area,0,N,36,Phone,0,3507.28,2022,Medium,34584.20664,white,15447.08789,16,multi_vehicle_clear,yes,51956
0,1895465,1965,M,1,83,59639,1,1,Own,20141,10/18/2015,Saturday,Highway/Intersection,5,Y,24,Broker,0,459.01,2022,Medium,15000,white,22985.94627,26,multi_vehicle_clear,yes,146495
1,2356693,1998,M,0,79,49202,1,1,Own,20149,8/24/2016,Sunday,Local,0,N,32,Online,1,2373.38,2022,Compact,15000,white,18769.40616,19,multi_vehicle_unclear,yes,87600
0,1820211,2006,M,1,70,69728,0,0,Own,20143,8/15/2016,Wednesday,Highway/Intersection,0,N,42,Phone,1,532.09,2027,Large,46308.75616,red,30702.48605,19,multi_vehicle_unclear,yes,95744
0,7824549,1966,F,1,83,66154,0,1,Own,50049,4/11/2016,Wednesday,Highway/Intersection,7,N,41,Broker,0,1331.67,2022,Medium,28040.2137,gray,22683.52346,21,multi_vehicle_clear,yes,57036
1,3347318,1977,M,0,66,30015,1,0,Own,20129,8/24/2016,Sunday,Highway/Intersection,4,N,38,Broker,0,2591.2,2024,Compact,35325.38744,other,13087.01575,18,multi_vehicle_unclear,yes,109584
0,7447369,1986,M,0,95,30015,0,1,Rent,20142,4/23/2016,Sunday,Highway/Intersection,0,Y,48,Online,1,479.23,2022,Large,15000,blue,39096.21934,16,multi_vehicle_clear,yes,107776
0,5104009,1998,F,1,84,30015,1,0,Own,50013,1/2/2016,Sunday,Parking Area,5,N,38,Phone,1,5194.62,2025,Large,15000,gray,26645.91282,23,multi_vehicle_clear,yes,37628
0,6869490,1986,M,1,91,51965,1,0,Own,85021,10/5/2016,Friday,Local,0,N,37,Broker,1,821.28,2022,Medium,15000,silver,21629.33686,21,multi_vehicle_unclear,yes,116499
0,8478164,1977,M,0,45,45647,1,0,Own,80036,1/6/2016,Monday,Highway/Intersection,0,N,57,Phone,0,1090.64,2027,Large,23620.69281,other,21817.49307,17,multi_vehicle_unclear,yes,78135
1,4811077,2004,F,1,64,51908,0,0,Rent,85035,3/4/2015,Saturday,Highway/Intersection,14,N,27,Online,1,4897.42,2024,Compact,15000,silver,12986.3356,29,multi_vehicle_unclear,yes,54081
0,1307095,1983,M,1,80,30015,1,1,Own,85074,7/1/2016,Saturday,Unknown,5,Y,25,Phone,0,1299.27,2027,Compact,67125.22851,black,23730.43537,24,multi_vehicle_unclear,no,76281
0,8912664,1981,F,1,67,36930,0,1,Own,50048,10/26/2015,Wednesday,Local,0,N,44,Phone,1,919.9,2022,Large,15000,red,16397.69161,25,single_car,no,121092
0,4508500,1960,F,1,76,79588,1,1,Rent,85077,12/11/2015,Monday,Parking Area,0,N,46,Broker,0,2524.6,2025,Medium,15000,red,14038.86746,22,multi_vehicle_clear,yes,13878
0,7466445,1991,F,0,64,69646,1,1,Rent,80019,10/1/2015,Thursday,Unknown,8,N,48,Phone,1,730.35,2023,Medium,15000,black,10541.15655,20,multi_vehicle_clear,yes,70751
1,4762504,1997,M,1,79,30015,1,0,Rent,85036,1/19/2015,Friday,Highway/Intersection,0,Y,32,Online,1,4103.13,2022,Compact,15000,other,32221.96519,22,multi_vehicle_clear,no,65347
0,7628760,1989,M,1,69,50611,1,0,Own,85031,9/29/2016,Friday,Parking Area,0,Y,48,Phone,0,549.85,2027,Medium,50494.84183,gray,24421.16228,19,multi_vehicle_clear,yes,93378
1,6577757,1982,F,1,84,54728,1,0,Own,85011,8/8/2016,Friday,Highway/Intersection,4,N,26,Phone,1,2586.2,2026,Medium,15000,red,27725.55814,17,multi_vehicle_unclear,yes,83697
1,2705180,1995,M,1,81,58593,1,1,Rent,85072,9/23/2015,Sunday,Unknown,0,N,31,Broker,1,12879.39,2025,Compact,15000,white,40111.95492,20,multi_vehicle_unclear,no,40956
0,3608661,1978,F,1,82,37303,1,0,Rent,80024,5/24/2015,Thursday,Highway/Intersection,16,N,44,Phone,1,10741.41,2025,Large,52864.90042,other,21225.44804,16,multi_vehicle_unclear,yes,144586
1,9648190,1983,F,1,56,30015,1,1,Rent,80002,10/24/2015,Monday,Parking Area,17,N,28,Broker,0,3286.74,2025,Medium,77042.22486,white,26102.83977,25,multi_vehicle_unclear,yes,67530
0,2575012,1988,F,1,45,62302,1,1,Own,15044,12/8/2016,Tuesday,Parking Area,0,N,42,Broker,1,1312.38,2027,Medium,15000,other,40815.02766,21,single_car,no,26926
0,3643097,1984,F,1,81,93088,0,1,Own,20117,5/30/2016,Tuesday,Parking Area,7,N,42,Broker,1,801.1,2024,Large,15000,blue,14382.73753,25,multi_vehicle_clear,yes,123582
0,8315800,1997,F,0,50,68894,1,0,Rent,50001,8/6/2016,Friday,Unknown,0,N,39,Broker,1,8281.74,2022,Compact,62506.71312,other,24920.96176,22,multi_vehicle_clear,yes,76688
0,8079850,1976,F,1,70,44965,1,1,Rent,85004,1/2/2015,Monday,Parking Area,5,N,54,Online,0,939.53,2020,Large,28086.5912,other,44003.21688,20,multi_vehicle_clear,yes,86143
0,7530393,1981,F,0,78,58272,1,1,Rent,20102,2/11/2015,Tuesday,Highway/Intersection,4,N,53,Broker,1,11954.96,2024,Large,54995.59025,blue,16505.60824,23,multi_vehicle_clear,yes,155434
0,8848467,1999,F,1,92,30015,1,1,Rent,85061,8/26/2015,Saturday,Local,0,Y,39,Phone,1,1910.7,2014,Compact,15000,blue,21553.1301,19,multi_vehicle_clear,no,109507
0,7038764,1980,F,0,96,38993,1,1,Own,80025,1/22/2016,Wednesday,Unknown,3,N,40,Broker,1,2662.05,2021,Compact,15000,gray,29080.00935,21,multi_vehicle_unclear,yes,60155
1,3354185,1972,F,1,90,88131,1,0,Own,20117,12/1/2015,Monday,Highway/Intersection,0,N,42,Phone,1,1738.33,2024,Medium,15000,black,5320.908063,21,multi_vehicle_unclear,yes,66486
1,4946247,2000,M,1,58,119808,1,1,Own,50041,3/11/2016,Friday,Unknown,8,Y,34,Broker,0,1997.04,2018,Large,35608.30263,gray,15225.38875,24,multi_vehicle_clear,yes,77993
0,6696495,1968,F,0,56,30015,1,1,Own,80024,8/5/2015,Tuesday,Unknown,0,N,38,Phone,0,2852.03,2024,Medium,68159.26393,other,31539.7394,22,multi_vehicle_unclear,yes,83623
0,3729944,1972,M,1,81,45105,1,0,Rent,20111,1/26/2015,Sunday,Highway/Intersection,6,Y,34,Broker,0,856.07,2021,Large,15000,other,20107.03595,21,multi_vehicle_clear,no,69560
0,2609150,1985,M,1,91,42180,1,0,Own,20165,4/1/2016,Friday,Unknown,23,N,47,Online,0,959.32,2023,Compact,15000,black,12302.16238,22,multi_vehicle_clear,yes,48719
0,8772591,1986,F,0,70,107871,1,1,Rent,80024,10/9/2015,Sunday,Local,0,Y,41,Broker,1,1133.39,2022,Compact,15000,silver,35835.11036,23,single_car,no,119214
0,6123173,1977,M,1,54,33423,0,1,Rent,20153,9/23/2016,Monday,Unknown,0,Y,40,Broker,1,2811.9,2025,Compact,26421.98141,white,16715.09198,19,single_car,yes,85219
0,4625720,1995,F,1,100,88820,0,1,Own,85040,11/4/2016,Sunday,Highway/Intersection,2,N,25,Online,1,917.11,2014,Medium,33632.59722,blue,13868.64305,20,multi_vehicle_clear,no,63858
0,3784161,1979,F,1,49,91994,0,1,Own,85036,7/1/2015,Monday,Local,1,N,51,Broker,1,2568.6,2024,Compact,24939.13437,blue,9539.573362,21,single_car,no,63274
0,8242906,1987,M,1,88,47965,1,0,Rent,20163,5/3/2016,Thursday,Highway/Intersection,0,N,44,Broker,0,3166.55,2027,Medium,15000,gray,11239.62902,24,single_car,yes,77748
0,2994392,1977,F,1,74,124993,1,0,Own,80006,12/2/2016,Friday,Highway/Intersection,1,Y,42,Broker,0,2164.35,2023,Large,63819.08294,silver,42315.08438,28,multi_vehicle_unclear,yes,67300
0,2969493,1980,M,1,88,30015,1,1,Own,15015,6/8/2016,Thursday,Parking Area,10,N,25,Online,0,2194.87,2019,Large,64034.9197,other,34094.60257,17,multi_vehicle_clear,yes,58054
0,1932178,1985,M,1,72,37238,1,1,Rent,50057,6/22/2015,Monday,Highway/Intersection,0,N,42,Online,0,3211.59,2021,Medium,15000,black,26042.34541,26,single_car,yes,99630
0,9802202,1971,M,1,74,30015,1,1,Rent,15019,9/25/2016,Tuesday,Local,9,N,53,Broker,1,830.54,2023,Medium,15000,gray,32645.38062,24,multi_vehicle_unclear,yes,83304
0,4766785,1987,F,1,100,124993,1,1,Rent,85044,1/28/2016,Friday,Unknown,0,N,44,Broker,1,636.89,2019,Compact,15000,blue,4050.200555,24,multi_vehicle_unclear,yes,500
0,7593760,1965,M,0,50,52249,1,1,Rent,50037,11/12/2016,Thursday,Parking Area,2,N,43,Broker,1,1264.26,2027,Medium,15000,white,9997.01697,26,single_car,yes,86207
1,9718260,1978,F,1,67,80975,0,0,Own,50033,2/5/2016,Thursday,Unknown,4,N,25,Online,1,1263.63,2025,Medium,15000,gray,28286.53253,20,multi_vehicle_clear,yes,59215
0,8338955,1991,M,1,84,74414,1,1,Rent,20136,8/14/2016,Monday,Parking Area,0,N,41,Phone,0,1910.91,2017,Large,43186.44666,white,8453.359827,22,multi_vehicle_clear,yes,44841
0,5761545,1953,M,1,99,66142,1,1,Own,20101,8/26/2016,Sunday,Unknown,0,N,24,Broker,1,2119.19,2022,Medium,35231.28954,blue,24912.36548,22,single_car,yes,36374
1,6717439,1996,F,1,66,92204,0,1,Rent,85008,12/20/2016,Friday,Highway/Intersection,0,Y,33,Online,0,2646.97,2023,Compact,18255.20778,other,12002.10906,24,multi_vehicle_clear,yes,81798
0,2118596,1974,M,1,80,30261,1,1,Own,85062,2/17/2016,Sunday,Unknown,0,Y,39,Broker,1,2782.43,2026,Medium,15000,gray,8885.564278,22,multi_vehicle_clear,no,99833
0,7723948,1976,M,0,58,101525,1,1,Rent,50012,8/4/2015,Thursday,Local,0,N,53,Broker,1,810.89,2023,Medium,15000,white,20891.98735,23,single_car,yes,77920
0,4575113,1997,M,1,91,41105,1,0,Own,85038,1/5/2015,Tuesday,Parking Area,0,N,33,Online,1,2847.09,2027,Medium,15000,red,15960.70912,22,multi_vehicle_clear,no,50623
0,3657036,1987,F,1,77,37822,0,1,Rent,85054,5/27/2015,Thursday,Highway/Intersection,0,N,31,Broker,1,4889.85,2023,Medium,44344.35606,red,20685.89679,18,single_car,yes,88802
1,2678727,1965,M,1,85,83401,0,0,Rent,15003,12/22/2015,Tuesday,Unknown,0,Y,33,Broker,1,810.27,2024,Medium,40692.18267,white,29691.68882,21,multi_vehicle_unclear,yes,89135
0,6177652,1994,F,1,52,30015,0,1,Own,15055,2/14/2015,Monday,Local,0,Y,56,Broker,0,7989.25,2026,Medium,15000,red,24368.58073,28,multi_vehicle_unclear,yes,85702
1,3620507,1980,F,0,83,57523,0,1,Rent,20146,2/25/2016,Tuesday,Highway/Intersection,10,N,27,Broker,1,1606.42,2009,Medium,26332.54154,white,48972.98024,27,multi_vehicle_unclear,yes,128557
0,3334860,1985,M,1,83,39961,1,1,Own,20119,8/3/2015,Monday,Parking Area,7,Y,33,Phone,1,2864.74,2024,Large,43060.52158,blue,9876.206514,20,single_car,yes,63829
1,2552243,1982,F,0,74,55065,0,1,Own,80027,10/21/2015,Thursday,Highway/Intersection,0,N,26,Broker,0,7379.66,2022,Large,47849.88991,other,15048.62737,18,multi_vehicle_unclear,yes,90277
1,2914266,1989,M,1,72,30015,0,0,Own,20119,3/7/2016,Monday,Highway/Intersection,5,Y,27,Broker,1,1052.9,2022,Large,15000,silver,17207.75432,21,single_car,yes,23275
0,6316023,1968,F,1,77,37916,1,1,Rent,80025,1/3/2015,Monday,Unknown,0,N,45,Broker,0,2394.83,2027,Large,15000,silver,10588.43277,20,multi_vehicle_unclear,no,91229
0,8756882,1980,F,1,74,53117,1,0,Own,50049,10/5/2015,Sunday,Unknown,0,N,52,Online,0,4006.09,2023,Compact,15199.96802,gray,9797.038418,29,multi_vehicle_clear,yes,85434
0,5904584,1988,F,1,69,36870,1,1,Own,15026,5/16/2016,Sunday,Parking Area,0,N,38,Broker,0,3756.35,2019,Medium,38355.90041,red,14792.29349,17,multi_vehicle_clear,yes,88827
0,6445019,1999,F,0,77,98126,1,0,Own,50013,12/23/2015,Saturday,Local,0,Y,39,Phone,1,699.74,2022,Medium,15000,blue,34779.09257,21,multi_vehicle_clear,yes,130255
0,5572664,1969,F,1,73,32238,1,0,Rent,80012,6/20/2016,Saturday,Highway/Intersection,6,N,53,Phone,1,3089.77,2018,Medium,27500.1954,gray,15637.36257,20,multi_vehicle_unclear,yes,111635
1,8971630,1982,F,0,89,42782,1,0,Rent,80012,7/2/2016,Tuesday,Local,0,Y,38,Online,1,9570.91,2015,Medium,15000,gray,22216.64069,23,single_car,yes,82466
0,9401757,1973,M,0,85,51581,1,1,Rent,85020,3/29/2016,Monday,Local,2,Y,31,Broker,1,4024.62,2027,Compact,39015.41339,white,23887.46441,19,multi_vehicle_unclear,yes,74966
0,3530473,1981,M,1,85,56698,1,1,Rent,20156,11/2/2015,Tuesday,Unknown,16,N,36,Phone,0,3839.04,2012,Compact,15000,other,13548.36371,24,multi_vehicle_unclear,yes,67473
0,6983656,1979,F,0,80,46782,1,1,Rent,85070,9/7/2016,Saturday,Unknown,0,Y,35,Broker,1,2179.34,2017,Compact,32919.79363,blue,29699.58141,17,single_car,yes,94318
0,1795123,1971,M,1,54,60682,0,1,Own,15051,10/6/2016,Saturday,Unknown,0,Y,32,Broker,1,3447.96,2020,Large,15000,black,43935.59811,20,multi_vehicle_unclear,no,51824
0,9856463,1979,F,0,90,30015,1,1,Own,80101,1/21/2015,Monday,Highway/Intersection,4,N,42,Phone,1,3243.08,2023,Large,15000,black,28628.23203,20,multi_vehicle_clear,yes,91591
1,6800056,1986,F,0,53,30015,1,0,Rent,80044,5/27/2015,Wednesday,Parking Area,0,Y,32,Broker,1,3366.16,2022,Large,37293.52445,black,33914.4121,20,multi_vehicle_clear,yes,111087
0,2490221,1986,F,1,88,124993,1,0,Own,85020,9/6/2015,Sunday,Local,0,N,43,Broker,1,3331.85,2012,Compact,15848.5019,blue,12961.34012,23,single_car,yes,71179
0,7940420,1966,M,1,86,51479,0,1,Own,85077,2/1/2016,Sunday,Local,12,N,58,Broker,0,7658.24,2026,Large,33685.27657,black,33862.44138,27,multi_vehicle_clear,yes,79233
1,4211439,1959,M,1,62,32196,1,1,Own,80040,7/28/2015,Friday,Parking Area,0,N,36,Broker,1,3953.03,2017,Compact,35635.66285,silver,9584.910008,16,multi_vehicle_clear,yes,67211
0,2614261,1965,M,1,78,30015,1,0,Own,15044,2/19/2016,Thursday,Local,3,N,44,Phone,1,4982.49,2015,Medium,15000,black,15741.96423,24,single_car,yes,91512
0,7154796,1986,F,1,76,44037,0,1,Own,85082,6/10/2015,Wednesday,Parking Area,7,Y,38,Broker,1,330.87,2025,Compact,15000,white,41528.48027,27,multi_vehicle_clear,yes,89305
0,5878386,1976,M,1,84,84800,1,0,Rent,20158,5/25/2016,Friday,Highway/Intersection,16,Y,35,Broker,1,2036.82,2019,Compact,15000,gray,21098.45496,22,multi_vehicle_clear,yes,53844
0,5697383,1991,M,1,72,49922,1,0,Rent,80040,2/22/2016,Friday,Highway/Intersection,0,N,45,Broker,0,1495.99,2025,Compact,15000,white,36429.20788,21,multi_vehicle_unclear,yes,51871
0,6878839,1985,M,1,62,46704,1,0,Own,85054,12/16/2015,Thursday,Parking Area,0,N,35,Online,1,6154.66,2009,Large,38804.02868,silver,11010.48491,20,single_car,yes,62992
1,9534732,2001,F,0,87,30015,1,0,Own,80003,1/1/2015,Sunday,Local,4,Y,39,Broker,1,3962.43,2024,Compact,15000,gray,12900.64889,22,single_car,yes,55994
1,4895125,1982,F,1,88,52148,1,0,Rent,20135,3/19/2016,Friday,Parking Area,9,N,39,Broker,1,826.78,2024,Compact,15000,black,14791.5965,21,multi_vehicle_clear,yes,70763
0,5407151,1990,M,0,52,103110,1,1,Rent,85018,1/25/2015,Monday,Parking Area,0,Y,29,Online,1,21504.28,2026,Compact,15000,silver,5984.389334,19,multi_vehicle_clear,yes,45140
0,8548786,1984,M,1,59,37211,1,0,Own,80041,5/25/2016,Friday,Highway/Intersection,2,N,30,Broker,1,4099.3,2024,Medium,15000,black,15639.92313,23,multi_vehicle_unclear,yes,77977
1,7719726,1980,F,1,94,61795,1,1,Own,20101,7/12/2015,Sunday,Highway/Intersection,0,Y,41,Online,0,12406.85,2026,Medium,34292.85539,red,10820.6916,25,multi_vehicle_clear,yes,59118
0,2017143,1958,M,1,68,64704,1,0,Rent,80022,9/11/2015,Sunday,Highway/Intersection,11,N,49,Online,1,2927.3,2017,Large,51260.89697,black,17226.83627,21,multi_vehicle_clear,yes,66294
0,2241870,1982,F,1,72,61486,0,1,Rent,80012,11/3/2016,Wednesday,Local,0,Y,38,Broker,1,606.95,2023,Compact,33961.96405,other,14602.74027,22,multi_vehicle_unclear,yes,60514
0,4497983,1986,F,1,89,38851,1,1,Own,20141,11/4/2015,Wednesday,Local,1,N,57,Broker,1,3026.76,2024,Medium,26387.12586,silver,12302.16238,18,single_car,yes,90230
1,9071431,1975,F,1,78,58266,0,1,Rent,20152,2/14/2015,Tuesday,Local,31,Y,20,Broker,1,10837.32,2022,Compact,15000,gray,26102.83977,19,multi_vehicle_clear,yes,43093
0,1235137,1990,F,1,61,56117,1,0,Own,50008,8/10/2016,Saturday,Parking Area,0,N,31,Phone,1,2196.76,2025,Large,59319.48048,black,34981.32365,23,single_car,no,34591
1,7350516,1974,M,0,75,70884,1,0,Own,15053,11/10/2016,Wednesday,Local,10,N,23,Broker,1,5844.98,2023,Compact,15000,silver,20721.57727,19,multi_vehicle_unclear,yes,117665
0,8164991,1975,M,0,62,59649,1,0,Own,80042,11/30/2016,Saturday,Local,0,Y,33,Phone,1,1179.28,2021,Large,41394.85775,silver,10831.48824,21,multi_vehicle_clear,no,110879
0,5018397,1969,F,1,75,62347,0,0,Rent,85078,8/12/2015,Sunday,Highway/Intersection,0,Y,30,Online,1,628.07,2025,Medium,15000,silver,12355.11698,16,single_car,no,73821
0,2447618,1992,M,0,96,97692,1,1,Rent,50012,12/9/2016,Tuesday,Highway/Intersection,0,Y,36,Broker,1,2685.07,2024,Medium,15000,black,55604.07691,27,multi_vehicle_clear,yes,110535
1,9809266,1983,M,1,58,30015,0,1,Rent,50011,5/12/2016,Thursday,Local,17,N,26,Broker,1,1439.92,2022,Medium,16668.54101,silver,24667.57114,24,multi_vehicle_clear,yes,48045
0,3963211,1954,M,0,67,80268,0,0,Own,20165,12/10/2015,Wednesday,Local,0,N,45,Broker,1,3003.58,2013,Large,15000,white,17836.22333,25,single_car,yes,86925
1,7765458,1976,M,0,92,98408,0,0,Own,15022,10/11/2015,Thursday,Highway/Intersection,0,Y,35,Phone,0,909.34,2025,Large,15000,black,14975.35096,24,multi_vehicle_unclear,yes,79642
0,2944243,1998,F,1,61,37571,1,1,Own,85037,2/10/2016,Tuesday,Highway/Intersection,4,Y,41,Phone,0,2232.38,2023,Medium,58964.77327,silver,11254.85109,22,multi_vehicle_unclear,yes,170028
0,5464726,1995,M,1,51,36645,1,0,Own,85030,6/27/2015,Friday,Highway/Intersection,6,Y,49,Phone,0,4110.52,2026,Large,15000,red,14962.03842,30,multi_vehicle_clear,yes,49815
0,2866059,1940,M,0,90,113992,1,1,Rent,15025,8/9/2015,Wednesday,Parking Area,0,Y,55,Phone,0,1098.25,2024,Large,15000,red,10772.73918,22,multi_vehicle_unclear,yes,105028
0,1253334,1992,F,0,61,124993,1,1,Rent,20118,2/13/2015,Wednesday,Local,0,Y,58,Online,0,1398.05,2026,Large,15000,other,12460.06456,18,single_car,yes,101416
0,4705814,1960,F,1,65,82426,1,1,Rent,80106,8/11/2015,Tuesday,Parking Area,9,N,30,Broker,0,2203.92,2026,Compact,97233.41918,other,11113.29808,23,multi_vehicle_clear,yes,81405
0,3227738,1983,M,1,70,48285,0,0,Own,50033,1/13/2016,Friday,Parking Area,15,Y,22,Phone,1,1526.29,2024,Compact,77307.04405,white,18696.31791,23,single_car,no,80717
0,7646107,1984,M,1,59,46538,1,1,Own,15010,8/26/2015,Monday,Local,0,N,43,Online,1,3018.38,2022,Large,18653.20506,silver,10058.45227,25,single_car,yes,121964
1,9280167,1990,F,0,100,30078,1,1,Own,85025,7/1/2015,Thursday,Highway/Intersection,0,Y,36,Phone,1,9885.58,2022,Compact,63953.17355,gray,37074.12903,26,multi_vehicle_unclear,no,94876
1,4690536,2002,M,1,58,41024,1,1,Own,15055,7/22/2016,Thursday,Highway/Intersection,3,Y,34,Phone,1,413.47,2022,Medium,15000,gray,39816.53355,27,multi_vehicle_unclear,yes,43195
0,5497814,1993,F,0,30,30015,0,0,Own,85021,6/22/2015,Sunday,Local,0,N,48,Broker,0,1406.4,2022,Large,15000,blue,22065.10726,25,single_car,yes,111567
0,7265921,1964,M,1,65,98706,0,0,Own,15021,8/31/2015,Saturday,Parking Area,1,N,44,Broker,0,845.56,2021,Medium,15000,silver,16877.10636,26,multi_vehicle_clear,no,83041
0,2543320,1986,M,1,91,42061,0,0,Own,85078,10/21/2016,Sunday,Local,1,Y,43,Broker,1,3796.98,2015,Large,66349.41621,blue,16526.11442,19,multi_vehicle_unclear,yes,57086
0,7785106,1989,M,1,92,60422,0,1,Own,15022,10/8/2016,Saturday,Highway/Intersection,0,N,56,Broker,1,104.01,2027,Medium,65452.72068,white,36069.25949,18,multi_vehicle_unclear,no,58987
0,3384578,1971,F,1,65,54777,1,1,Rent,20115,12/7/2016,Tuesday,Highway/Intersection,9,N,44,Phone,1,4051.37,2023,Medium,21232.96477,gray,23633.07699,23,multi_vehicle_unclear,yes,88836
1,2648292,1989,M,1,100,47039,0,0,Own,85038,1/3/2015,Saturday,Highway/Intersection,6,Y,30,Online,1,4923.3,2023,Medium,17205.90304,black,22692.06895,19,multi_vehicle_unclear,yes,69640
0,2002820,1955,F,0,38,56547,1,1,Rent,50008,2/3/2016,Friday,Highway/Intersection,0,N,37,Phone,1,3364.84,2016,Compact,65125.26702,silver,24087.16726,23,multi_vehicle_unclear,yes,101828
0,5875922,1976,M,1,58,88629,0,0,Own,20129,2/15/2015,Saturday,Local,0,Y,54,Broker,1,984.85,2027,Large,43920.35917,red,20562.05994,21,single_car,yes,65290
1,2300700,1986,F,1,86,30015,0,1,Own,85023,1/13/2015,Monday,Local,0,Y,27,Broker,1,2565.19,2027,Compact,28370.15875,silver,29473.63899,19,multi_vehicle_unclear,no,121214
1,3588877,1990,F,1,99,30015,0,0,Rent,85033,8/2/2015,Friday,Highway/Intersection,5,N,23,Online,1,1091.69,2022,Compact,15000,gray,36343.28391,21,multi_vehicle_unclear,yes,75068
0,9102807,1976,M,0,83,49734,1,0,Own,50048,9/20/2015,Tuesday,Parking Area,0,N,35,Online,1,4917.7,2027,Compact,15000,gray,19578.13543,25,multi_vehicle_clear,yes,89730
0,4489750,1971,M,1,100,122879,1,1,Own,20132,2/3/2016,Thursday,Highway/Intersection,0,N,18,Phone,0,1588.74,2023,Compact,18004.11509,other,43845.16292,19,single_car,no,74069
1,9434615,1965,M,1,64,45420,1,1,Rent,80020,3/9/2016,Monday,Local,10,Y,39,Broker,1,1425.81,2027,Medium,15000,white,13481.07271,20,multi_vehicle_unclear,yes,64650
0,5358745,1994,F,1,67,33042,1,0,Own,15005,10/3/2016,Sunday,Unknown,11,N,45,Online,0,3537.63,2009,Large,61045.68424,gray,14120.4351,27,single_car,no,72149
0,3556520,1996,F,0,82,30015,1,0,Rent,85005,5/13/2015,Tuesday,Local,0,N,51,Phone,1,3123.78,2022,Medium,15000,other,15023.18622,25,multi_vehicle_unclear,yes,93106
0,5109127,1984,F,1,75,47616,0,1,Rent,85037,9/15/2015,Tuesday,Parking Area,0,Y,45,Phone,1,5874.94,2026,Large,17503.41694,white,24853.4219,21,single_car,yes,111760
0,9322484,1961,M,1,87,30015,0,1,Own,15025,11/12/2015,Monday,Local,0,N,40,Broker,0,2966.85,2022,Medium,70387.57129,red,11040.19965,21,multi_vehicle_clear,yes,38842
0,1762310,1999,M,0,63,30015,1,1,Rent,50008,9/14/2016,Tuesday,Parking Area,0,N,40,Phone,1,6216.83,2026,Medium,77550.55694,blue,12292.63237,20,multi_vehicle_unclear,yes,500
1,9780570,1992,M,1,76,32033,0,1,Own,15057,6/19/2016,Saturday,Highway/Intersection,5,N,39,Phone,1,1625.18,2026,Compact,63857.48902,blue,24573.88558,21,multi_vehicle_unclear,yes,61141
0,4471442,1977,F,1,53,116508,1,0,Own,15060,3/25/2016,Tuesday,Parking Area,6,N,51,Phone,1,3977.99,2025,Large,18352.26636,red,20315.8282,17,multi_vehicle_clear,yes,73583
0,4601138,1971,F,1,73,78280,0,0,Rent,80046,4/4/2015,Sunday,Unknown,0,N,33,Broker,1,1438.94,2025,Medium,39659.0238,blue,18370.8776,26,multi_vehicle_unclear,no,74154
0,6383125,1985,F,1,74,124993,0,1,Rent,15035,6/17/2015,Friday,Highway/Intersection,0,N,40,Phone,1,1434.81,2025,Compact,21523.06492,silver,31596.13955,23,multi_vehicle_clear,no,59184
0,1053558,1972,M,0,50,62317,1,1,Own,20106,10/15/2016,Tuesday,Unknown,0,Y,36,Broker,0,1047.82,2026,Medium,15082.31759,gray,32971.67823,16,multi_vehicle_clear,no,37019
1,2568169,1955,F,1,64,38311,0,1,Own,15012,11/16/2016,Saturday,Parking Area,12,Y,40,Broker,1,943.57,2026,Large,43382.54652,other,13604.54263,19,multi_vehicle_unclear,no,101069
0,9661295,1997,M,0,77,46473,1,0,Rent,50005,6/16/2015,Tuesday,Parking Area,5,Y,51,Online,0,4980.14,2027,Large,40801.3447,red,6485.750106,28,multi_vehicle_unclear,yes,79479
0,7314968,2000,M,1,66,56790,1,1,Rent,85010,9/18/2015,Monday,Parking Area,5,N,23,Phone,0,324.65,2023,Large,28803.84067,gray,10895.15397,25,multi_vehicle_unclear,yes,139052
1,8793329,1971,M,1,99,30015,1,1,Own,20132,3/23/2016,Saturday,Local,0,Y,21,Online,0,5994.82,2021,Medium,15000,silver,35391.94851,24,single_car,yes,96391
