claim_number,accident_key,policy_report_filed_ind,witness_present_ind,past_num_of_claims,claim_est_payout
3871232,1.0,1,Y,2.0,4112.77
2555069,12.0,1,Y,3.0,4111.7
5661008,8.0,1,Y,0.0,4108.87
1720418,4.0,1,Y,5.0,4105.64
4762504,3.0,1,Y,0.0,4103.13
3806815,5.0,1,Y,2.0,4101.26
1771691,6.0,1,Y,20.0,4101.11
3646616,1.0,1,Y,11.0,4100.4
7207933,11.0,1,Y,0.0,4098.3
8461233,12.0,1,Y,0.0,4096.12
6249133,5.0,1,Y,0.0,4095.46
5495289,8.0,1,Y,4.0,4091.44
5468514,9.0,1,Y,21.0,4091.18
6484686,3.0,1,Y,0.0,4090.4
3958906,8.0,1,Y,15.0,4087.98
5740710,6.0,1,Y,6.0,4084.53
9319503,4.0,1,Y,0.0,4082.76
6466158,2.0,1,Y,2.0,4082.72
9429914,8.0,1,Y,5.0,4080.31
4732291,7.0,1,Y,3.0,4079.6
9190224,11.0,1,Y,2.0,4079.11
3064346,3.0,1,Y,0.0,4078.79
1222444,8.0,1,Y,0.0,4078.03
4142552,11.0,1,Y,0.0,4076.83
3225860,5.0,1,Y,0.0,4076.72
9974672,4.0,1,Y,2.0,4068.79
3404034,11.0,1,Y,0.0,4062.73
4836170,6.0,1,Y,0.0,4062.25
8624691,3.0,1,Y,1.0,4060.99
3873407,9.0,1,Y,11.0,4054.22
7871156,4.0,1,Y,8.0,4053.54
9778513,9.0,1,Y,10.0,4052.11
8553967,12.0,1,Y,0.0,4051.32
9242978,5.0,1,Y,2.0,4047.71
3585903,11.0,1,Y,0.0,4040.76
5926506,11.0,1,Y,0.0,4039.92
5622385,3.0,1,Y,15.0,4033.75
9269921,7.0,1,Y,0.0,4032.0
1134906,1.0,1,Y,0.0,4031.98
9028141,10.0,1,Y,7.0,4029.03
2273236,11.0,1,Y,0.0,4028.91
4236566,12.0,1,Y,0.0,4027.56
9401757,10.0,1,Y,2.0,4024.62
3317117,11.0,1,Y,5.0,4023.83
9071620,2.0,1,Y,5.0,4022.61
1660026,11.0,1,Y,7.0,4019.25
9858645,2.0,1,Y,2.0,4013.97
8228614,11.0,1,Y,0.0,4013.72
4212098,10.0,1,Y,0.0,4012.56
5071408,9.0,1,Y,15.0,4010.05
1439179,12.0,1,Y,17.0,4008.92
1640708,10.0,1,Y,0.0,4008.44
5954959,12.0,1,Y,0.0,4003.78
3375963,1.0,1,Y,17.0,3999.27
8666714,1.0,1,Y,3.0,3995.9
6386133,1.0,1,Y,0.0,3988.35
1861679,2.0,1,Y,0.0,3979.76
7678641,8.0,1,Y,13.0,3976.2
4799464,6.0,1,Y,0.0,3971.98
1840128,9.0,1,Y,6.0,3971.07
3620475,10.0,1,Y,0.0,3970.63
4170409,4.0,1,Y,13.0,3970.55
6685727,9.0,1,Y,0.0,3966.13
9534732,5.0,1,Y,4.0,3962.43
2094467,9.0,1,Y,0.0,3958.2
2131735,1.0,1,Y,0.0,3956.42
8388598,7.0,1,Y,1.0,3955.46
5849630,7.0,1,Y,11.0,3954.97
2004011,4.0,1,Y,0.0,3954.55
1328240,10.0,1,Y,4.0,3953.24
3945230,9.0,1,Y,3.0,3950.99
1657777,12.0,1,Y,0.0,3943.18
2923473,5.0,1,Y,8.0,3939.5
3250118,5.0,1,Y,0.0,3937.91
6267189,1.0,1,Y,0.0,3937.19
8885297,3.0,1,Y,4.0,3931.33
8512113,9.0,1,Y,0.0,3926.2
5302663,11.0,1,Y,7.0,3925.87
2175444,11.0,1,Y,1.0,3922.43
6929474,3.0,1,Y,4.0,3915.97
9060507,8.0,1,Y,12.0,3915.54
6687461,12.0,1,Y,6.0,3912.18
2070798,1.0,1,Y,14.0,3910.59
2639853,3.0,1,Y,5.0,3910.13
5978321,1.0,1,Y,9.0,3908.29
9872829,8.0,1,Y,14.0,3905.99
4943023,7.0,1,Y,0.0,3905.99
7514171,2.0,1,Y,0.0,3905.74
3701903,8.0,1,Y,0.0,3904.63
6252446,8.0,1,Y,0.0,3903.85
7459646,8.0,1,Y,0.0,3897.93
4978563,7.0,1,Y,0.0,3897.62
8041086,10.0,1,Y,0.0,3895.35
3055043,7.0,1,Y,0.0,3890.8
2075282,11.0,1,Y,1.0,3888.43
3681156,7.0,1,Y,0.0,3884.08
7637288,3.0,1,Y,0.0,3880.65
9371868,12.0,1,Y,2.0,3879.6
3352747,9.0,1,Y,0.0,3877.97
2785800,7.0,1,Y,0.0,3877.23
8643568,4.0,1,Y,10.0,3873.01
1832562,4.0,1,Y,0.0,3872.77
5996271,1.0,1,Y,11.0,3868.67
6206174,2.0,1,Y,0.0,3867.52
3995982,3.0,1,Y,0.0,3865.87
6050447,5.0,1,Y,5.0,3862.24
9977935,10.0,1,Y,0.0,3859.98
8247463,6.0,1,Y,0.0,3854.61
1676062,6.0,1,Y,0.0,3853.31
6981472,2.0,1,Y,0.0,3850.21
8960432,8.0,1,Y,0.0,3844.74
7019066,10.0,1,Y,12.0,3844.26
9682731,8.0,1,Y,0.0,3843.84
5069331,8.0,1,Y,19.0,3841.85
7661138,10.0,1,Y,0.0,3841.4
3319815,8.0,1,Y,0.0,3837.89
7711918,8.0,1,Y,16.0,3837.39
5620805,2.0,1,Y,2.0,3835.8
5746903,4.0,1,Y,0.0,3835.68
4767374,5.0,1,Y,2.0,3831.0
6775641,4.0,1,Y,15.0,3826.22
5697652,2.0,1,Y,0.0,3817.42
9791876,10.0,1,Y,0.0,3817.07
2576212,11.0,1,Y,0.0,3816.48
2573350,9.0,1,Y,0.0,3815.11
2543320,10.0,1,Y,1.0,3796.98
4148398,6.0,1,Y,0.0,3792.05
3935243,8.0,1,Y,0.0,3790.78
1211855,9.0,1,Y,0.0,3790.22
8777470,11.0,1,Y,0.0,3789.33
6260766,7.0,1,Y,0.0,3788.72
3548198,8.0,1,Y,8.0,3788.39
3841328,11.0,1,Y,6.0,3786.26
3856321,8.0,1,Y,0.0,3785.72
6071782,1.0,1,Y,0.0,3785.43
2337216,8.0,1,Y,8.0,3785.3
4890378,1.0,1,Y,1.0,3783.62
3579653,10.0,1,Y,0.0,3782.81
1360582,3.0,1,Y,0.0,3782.77
9668648,9.0,1,Y,0.0,3779.95
7305079,7.0,1,Y,0.0,3777.95
5901193,3.0,1,Y,20.0,3773.0
7771309,12.0,1,Y,0.0,3762.43
6670558,3.0,1,Y,0.0,3761.8
7111812,8.0,1,Y,2.0,3760.36
1369448,8.0,1,Y,0.0,3759.7
3245057,5.0,1,Y,0.0,3759.29
2780423,11.0,1,Y,15.0,3757.19
5438106,12.0,1,Y,0.0,3754.6
6222219,8.0,1,Y,0.0,3754.09
8608929,7.0,1,Y,10.0,3753.47
9153053,6.0,1,Y,0.0,3750.8
4146266,1.0,1,Y,0.0,3743.28
4549133,3.0,1,Y,5.0,3741.8
9870656,8.0,1,Y,0.0,3740.22
4172145,2.0,1,Y,4.0,3739.68
2645796,5.0,1,Y,0.0,3732.72
5631109,9.0,1,Y,7.0,3731.08
8803525,2.0,1,Y,11.0,3730.31
5377272,2.0,1,Y,0.0,3726.2
2021240,9.0,1,Y,0.0,3724.27
9012118,5.0,1,Y,0.0,3723.73
2055369,10.0,1,Y,0.0,3720.03
4964859,8.0,1,Y,7.0,3714.1
5145173,10.0,1,Y,17.0,3713.93
6061453,10.0,1,Y,0.0,3712.83
6033118,8.0,1,Y,0.0,3711.12
4061721,12.0,1,Y,4.0,3709.7
4906200,11.0,1,Y,2.0,3708.25
2452362,7.0,1,Y,0.0,3705.06
9106889,3.0,1,Y,9.0,3702.31
9951531,6.0,1,Y,1.0,3700.61
8378527,1.0,1,Y,0.0,3694.53
1542694,12.0,1,Y,0.0,3693.52
4361235,1.0,1,Y,15.0,3686.53
6399438,2.0,1,Y,19.0,3677.06
3237719,11.0,1,Y,5.0,3676.96
9113800,2.0,1,Y,9.0,3676.63
7121642,9.0,1,Y,0.0,3674.43
7885566,11.0,1,Y,3.0,3674.04
3912009,3.0,1,Y,0.0,3673.66
7024169,11.0,1,Y,0.0,3671.77
7706177,10.0,1,Y,0.0,3665.49
3744512,11.0,1,Y,4.0,3664.3
4970276,10.0,1,Y,7.0,3662.81
3946729,11.0,1,Y,0.0,3660.06
8913427,12.0,1,Y,0.0,3655.55
2210216,5.0,1,Y,0.0,3655.07
4635334,2.0,1,Y,8.0,3649.63
7874713,1.0,1,Y,0.0,3645.22
4423748,11.0,1,Y,0.0,3642.56
5684733,10.0,1,Y,9.0,3642.22
6166247,1.0,1,Y,9.0,3639.69
1241703,2.0,1,Y,0.0,3638.87
7441130,9.0,1,Y,0.0,3638.24
5076002,8.0,1,Y,19.0,3635.76
6591936,3.0,1,Y,7.0,3634.63
5315177,8.0,1,Y,3.0,3629.49
7779207,8.0,1,Y,4.0,3628.22
5125336,11.0,1,Y,10.0,3626.97
9122985,11.0,1,Y,12.0,3626.59
2141871,12.0,1,Y,0.0,3625.63
1573353,10.0,1,Y,0.0,3625.33
6523350,11.0,1,Y,9.0,3619.86
6084345,11.0,1,Y,18.0,3613.72
1109184,2.0,1,Y,3.0,3610.82
5572570,8.0,1,Y,1.0,3602.56
3971723,11.0,1,Y,0.0,3597.4
3555066,10.0,1,Y,0.0,3596.67
9688436,4.0,1,Y,0.0,3594.14
1440879,8.0,1,Y,16.0,3589.21
4903467,2.0,1,Y,5.0,3589.15
7292605,3.0,1,Y,8.0,3586.53
8593873,7.0,1,Y,0.0,3582.52
2667239,2.0,1,Y,0.0,3582.31
3804485,5.0,1,Y,7.0,3581.91
8471782,5.0,1,Y,0.0,3580.38
4094761,11.0,1,Y,15.0,3579.45
1304378,3.0,1,Y,0.0,3577.18
5403199,2.0,1,Y,0.0,3575.0
9858869,7.0,1,Y,0.0,3572.45
8696614,4.0,1,Y,18.0,3571.27
5781886,2.0,1,Y,14.0,3570.96
9862908,2.0,1,Y,7.0,3569.02
9858488,6.0,1,Y,9.0,3566.21
3242293,10.0,1,Y,0.0,3564.79
7546226,12.0,1,Y,9.0,3564.53
4928932,3.0,1,Y,6.0,3564.22
7199151,4.0,1,Y,0.0,3563.37
4371566,9.0,1,Y,12.0,3558.71
6644696,1.0,1,Y,0.0,3557.51
3450434,8.0,1,Y,12.0,3555.97
6684696,4.0,1,Y,6.0,3554.47
8853540,10.0,1,Y,0.0,3552.28
2751907,11.0,1,Y,38.0,3552.0
9390816,4.0,1,Y,0.0,3551.74
6636072,5.0,1,Y,0.0,3549.4
7454869,12.0,1,Y,17.0,3544.6
3526854,4.0,1,Y,0.0,3542.61
5690440,3.0,1,Y,7.0,3539.57
8620848,3.0,1,Y,0.0,3538.27
4345972,4.0,1,Y,0.0,3537.99
2418598,6.0,1,Y,0.0,3536.03
6650521,10.0,1,Y,10.0,3535.99
4334300,12.0,1,Y,16.0,3534.13
8650987,7.0,1,Y,15.0,3532.07
7323413,8.0,1,Y,0.0,3530.19
9438781,8.0,1,Y,2.0,3530.04
9203218,7.0,1,Y,0.0,3529.65
9095553,5.0,1,Y,0.0,3528.05
8142125,11.0,1,Y,0.0,3525.51
4562024,2.0,1,Y,15.0,3524.53
9085747,2.0,1,Y,0.0,3523.47
5875153,11.0,1,Y,2.0,3521.91
7216166,12.0,1,Y,0.0,3520.29
1065064,3.0,1,Y,0.0,3518.44
8221503,5.0,1,Y,8.0,3516.19
8488737,10.0,1,Y,0.0,3516.01
9515251,10.0,1,Y,0.0,3515.1
6689611,10.0,1,Y,0.0,3514.95
3295022,1.0,1,Y,3.0,3514.32
3602290,7.0,1,Y,0.0,3514.23
1868597,9.0,1,Y,0.0,3513.15
4804872,8.0,1,Y,0.0,3510.85
9502500,2.0,1,Y,6.0,3508.61
7295287,9.0,1,Y,3.0,3501.82
2632641,3.0,1,Y,0.0,3482.85
1048827,11.0,1,Y,0.0,3481.4
5132233,2.0,1,Y,0.0,3481.06
4008642,9.0,1,Y,0.0,3480.61
8545955,8.0,1,Y,9.0,3480.45
2134059,2.0,1,Y,2.0,3479.03
2247972,3.0,1,Y,0.0,3478.5
4415855,7.0,1,Y,13.0,3474.98
9111068,11.0,1,Y,1.0,3472.7
9584926,3.0,1,Y,3.0,3467.66
8934518,8.0,1,Y,0.0,3466.47
1277344,10.0,1,Y,0.0,3464.51
3764609,10.0,1,Y,0.0,3462.7
1426448,9.0,1,Y,8.0,3459.3
4764680,8.0,1,Y,0.0,3456.74
4525857,5.0,1,Y,2.0,3452.12
4896293,8.0,1,Y,0.0,3451.65
5655052,2.0,1,Y,15.0,3450.6
7119435,7.0,1,Y,0.0,3450.4
6115915,12.0,1,Y,7.0,3448.94
7320616,4.0,1,Y,12.0,3448.65
1795123,2.0,1,Y,0.0,3447.96
8612027,10.0,1,Y,0.0,3443.18
2759661,2.0,1,Y,4.0,3442.94
6610085,4.0,1,Y,21.0,3436.1
2755243,9.0,1,Y,10.0,3433.68
6631037,6.0,1,Y,0.0,3428.97
6344540,11.0,1,Y,0.0,3424.72
5580660,3.0,1,Y,8.0,3423.7
3107779,2.0,1,Y,0.0,3419.28
6219097,4.0,1,Y,2.0,3417.22
1693756,10.0,1,Y,4.0,3415.49
1439169,3.0,1,Y,0.0,3414.25
9595570,6.0,1,Y,0.0,3408.08
2835089,10.0,1,Y,0.0,3407.63
2340775,4.0,1,Y,0.0,3404.81
5359293,7.0,1,Y,3.0,3404.62
5170284,2.0,1,Y,3.0,3401.34
1162087,2.0,1,Y,0.0,3401.32
1422872,11.0,1,Y,0.0,3395.63
8578649,5.0,1,Y,0.0,3393.55
4285303,6.0,1,Y,0.0,3393.12
9162812,1.0,1,Y,5.0,3391.86
5126746,3.0,1,Y,0.0,3390.92
1481775,6.0,1,Y,15.0,3389.71
9005015,9.0,1,Y,5.0,3384.88
4519539,1.0,1,Y,0.0,3383.55
4151259,8.0,1,Y,0.0,3382.02
3160693,6.0,1,Y,6.0,3381.13
2831224,1.0,1,Y,0.0,3379.31
5348926,7.0,1,Y,9.0,3378.6
8378967,10.0,1,Y,0.0,3376.45
8602203,8.0,1,Y,0.0,3375.76
2727786,11.0,1,Y,1.0,3371.07
4848563,12.0,1,Y,2.0,3368.55
9074291,7.0,1,Y,0.0,3366.38
8241570,4.0,1,Y,10.0,3366.23
6800056,1.0,1,Y,0.0,3366.16
1614981,1.0,1,Y,0.0,3357.26
7405718,7.0,1,Y,0.0,3355.83
2688041,12.0,1,Y,2.0,3353.44
7817732,10.0,1,Y,7.0,3352.72
8902152,1.0,1,Y,0.0,3352.59
5564268,9.0,1,Y,1.0,3347.26
7636438,5.0,1,Y,0.0,3342.0
8477631,6.0,1,Y,0.0,3341.98
4234096,8.0,1,Y,2.0,3339.52
3954529,6.0,1,Y,0.0,3338.98
7427064,11.0,1,Y,0.0,3337.46
9784317,10.0,1,Y,0.0,3335.51
2763691,6.0,1,Y,0.0,3333.53
9456997,6.0,1,Y,3.0,3330.66
2796646,12.0,1,Y,0.0,3329.63
7413801,8.0,1,Y,0.0,3326.8
9250816,10.0,1,Y,6.0,3325.47
2965395,10.0,1,Y,7.0,3324.6
1818880,11.0,1,Y,5.0,3324.25
9709068,5.0,1,Y,0.0,3321.87
4155291,10.0,1,Y,15.0,3311.81
7387733,8.0,1,Y,21.0,3310.52
3380453,12.0,1,Y,0.0,3310.05
1189471,3.0,1,Y,0.0,3307.23
8540352,12.0,1,Y,11.0,3302.66
5992826,12.0,1,Y,4.0,3302.18
4922869,5.0,1,Y,0.0,3301.48
7878700,2.0,1,Y,0.0,3300.24
1842746,7.0,1,Y,0.0,3299.92
5759540,7.0,1,Y,0.0,3297.39
1640919,3.0,1,Y,0.0,3295.98
5379235,3.0,1,Y,0.0,3293.07
9019669,6.0,1,Y,0.0,3292.07
9772242,12.0,1,Y,5.0,3291.92
6525757,7.0,1,Y,0.0,3288.93
5758931,4.0,1,Y,0.0,3284.36
3618228,2.0,1,Y,0.0,3280.61
1501909,12.0,1,Y,0.0,3279.0
6510810,7.0,1,Y,0.0,3278.35
3554221,7.0,1,Y,0.0,3278.32
7715773,3.0,1,Y,0.0,3275.35
9842756,8.0,1,Y,10.0,3273.29
7810541,11.0,1,Y,0.0,3273.06
2927364,3.0,1,Y,7.0,3271.54
4601142,8.0,1,Y,0.0,3271.39
6633087,10.0,1,Y,3.0,3270.88
2249453,6.0,1,Y,0.0,3269.51
4365374,1.0,1,Y,20.0,3269.47
5696188,8.0,1,Y,6.0,3268.57
7552198,3.0,1,Y,0.0,3266.22
2009674,2.0,1,Y,22.0,3263.33
7600897,2.0,1,Y,9.0,3261.94
4555852,9.0,1,Y,0.0,3260.15
9456320,4.0,1,Y,10.0,3258.22
8212187,10.0,1,Y,12.0,3257.0
2728376,3.0,1,Y,3.0,3256.22
6552348,8.0,1,Y,0.0,3253.67
4732886,4.0,1,Y,5.0,3251.43
6201152,11.0,1,Y,7.0,3250.52
4549996,10.0,1,Y,0.0,3247.83
9797913,9.0,1,Y,0.0,3247.19
4094322,4.0,1,Y,6.0,3246.36
4984572,7.0,1,Y,5.0,3245.37
2423241,12.0,1,Y,0.0,3241.53
8828036,11.0,1,Y,0.0,3240.22
1497356,3.0,1,Y,0.0,3239.37
3070092,11.0,1,Y,0.0,3239.11
3044810,3.0,1,Y,0.0,3238.5
3835065,4.0,1,Y,0.0,3233.26
3149775,8.0,1,Y,8.0,3231.35
6839475,11.0,1,Y,0.0,3229.7
3234420,9.0,1,Y,0.0,3228.99
9286328,6.0,1,Y,6.0,3228.22
7312128,8.0,1,Y,0.0,3227.75
4947434,10.0,1,Y,2.0,3225.85
3224311,8.0,1,Y,0.0,3225.66
5776365,1.0,1,Y,0.0,3219.85
4136160,2.0,1,Y,12.0,3219.43
6090851,1.0,1,Y,7.0,3218.84
9065407,2.0,1,Y,0.0,3211.34
4706676,6.0,1,Y,18.0,3209.83
7433400,8.0,1,Y,4.0,3209.6
9957645,2.0,1,Y,0.0,3209.13
3261920,10.0,1,Y,0.0,3206.78
2702941,4.0,1,Y,0.0,3206.5
8125481,1.0,1,Y,0.0,3203.98
6345507,6.0,1,Y,0.0,3199.88
1988358,7.0,1,Y,0.0,3197.38
3767528,2.0,1,Y,1.0,3195.24
8528083,10.0,1,Y,0.0,3194.74
4182855,7.0,1,Y,0.0,3194.71
6376422,12.0,1,Y,0.0,3193.77
7311292,7.0,1,Y,0.0,3192.39
5060011,5.0,1,Y,0.0,3191.13
1104542,12.0,1,Y,4.0,3187.18
8967055,4.0,1,Y,10.0,3184.18
7677196,1.0,1,Y,0.0,3184.06
8673207,2.0,1,Y,0.0,3183.1
7406773,8.0,1,Y,0.0,3182.56
1384302,10.0,1,Y,1.0,3180.35
4021495,1.0,1,Y,0.0,3178.58
4102590,3.0,1,Y,0.0,3178.28
5627896,10.0,1,Y,0.0,3176.27
2870812,9.0,1,Y,0.0,3174.77
4845208,8.0,1,Y,5.0,3171.34
5344828,1.0,1,Y,5.0,3170.24
1662083,1.0,1,Y,0.0,3169.21
8133338,6.0,1,Y,0.0,3168.68
8632224,2.0,1,Y,2.0,3168.37
4947859,10.0,1,Y,0.0,3167.1
3673572,8.0,1,Y,0.0,3166.95
9230938,1.0,1,Y,0.0,3166.91
2110993,5.0,1,Y,0.0,3161.16
6196699,9.0,1,Y,0.0,3158.73
3233873,11.0,1,Y,5.0,3156.08
2687414,9.0,1,Y,0.0,3155.57
5842046,8.0,1,Y,4.0,3150.09
3509761,5.0,1,Y,5.0,3148.64
4944457,9.0,1,Y,9.0,3148.44
1134137,10.0,1,Y,4.0,3146.53
6457272,8.0,1,Y,0.0,3143.95
8042610,7.0,1,Y,0.0,3141.25
2955659,8.0,1,Y,1.0,3140.74
9785818,3.0,1,Y,6.0,3138.1
8899070,10.0,1,Y,0.0,3137.91
4874743,1.0,1,Y,23.0,3134.26
6759265,9.0,1,Y,0.0,3133.99
1753188,10.0,1,Y,0.0,3133.26
3206540,1.0,1,Y,0.0,3130.77
1128069,6.0,1,Y,7.0,3129.17
1321974,9.0,1,Y,9.0,3127.84
7075204,1.0,1,Y,11.0,3123.55
7711379,6.0,1,Y,0.0,3121.99
6644429,4.0,1,Y,9.0,3118.24
8663166,8.0,1,Y,0.0,3118.13
5751549,5.0,1,Y,2.0,3115.85
1448052,2.0,1,Y,6.0,3114.28
4337006,11.0,1,Y,5.0,3113.49
5075579,10.0,1,Y,0.0,3112.61
7638472,6.0,1,Y,3.0,3109.04
9434499,1.0,1,Y,0.0,3106.9
7566432,3.0,1,Y,0.0,3105.97
5161039,11.0,1,Y,0.0,3105.13
4683821,7.0,1,Y,0.0,3104.66
7228648,10.0,1,Y,0.0,3101.89
5044039,10.0,1,Y,6.0,3101.85
4704229,9.0,1,Y,6.0,3100.89
7501151,8.0,1,Y,16.0,3099.46
2116420,8.0,1,Y,9.0,3098.9
6117359,2.0,1,Y,5.0,3097.97
5279469,12.0,1,Y,0.0,3093.24
6718364,12.0,1,Y,0.0,3090.71
2293005,9.0,1,Y,0.0,3090.13
5543893,5.0,1,Y,0.0,3090.0
6253388,4.0,1,Y,0.0,3088.0
7913140,8.0,1,Y,0.0,3087.57
8787888,4.0,1,Y,1.0,3087.52
4238792,9.0,1,Y,4.0,3087.23
7355039,11.0,1,Y,0.0,3083.44
2180037,9.0,1,Y,0.0,3083.39
3412265,3.0,1,Y,0.0,3082.17
2228775,3.0,1,Y,0.0,3082.09
9471222,3.0,1,Y,6.0,3080.34
7367165,2.0,1,Y,0.0,3078.95
1178487,8.0,1,Y,0.0,3078.16
2902582,12.0,1,Y,15.0,3071.42
5214188,10.0,1,Y,12.0,3071.07
8929550,11.0,1,Y,0.0,3068.25
6456047,6.0,1,Y,0.0,3064.55
8437590,8.0,1,Y,14.0,3062.8
4850268,8.0,1,Y,0.0,3060.72
2861241,4.0,1,Y,11.0,3056.8
9093982,12.0,1,Y,0.0,3053.99
4984978,11.0,1,Y,0.0,3053.3
5809909,11.0,1,Y,0.0,3051.85
2831259,10.0,1,Y,0.0,3051.45
5849488,5.0,1,Y,5.0,3051.42
3492494,5.0,1,Y,0.0,3047.06
4102306,12.0,1,Y,0.0,3046.22
3019164,4.0,1,Y,0.0,3043.89
8427012,2.0,1,Y,0.0,3042.87
8043669,8.0,1,Y,0.0,3042.37
2327805,1.0,1,Y,1.0,3042.25
4209189,4.0,1,Y,0.0,3041.17
9194991,9.0,1,Y,0.0,3040.85
2519787,3.0,1,Y,7.0,3040.39
4107909,3.0,1,Y,0.0,3039.89
6012280,6.0,1,Y,5.0,3037.76
1960351,7.0,1,Y,0.0,3037.18
4831304,7.0,1,Y,0.0,3036.08
9556970,12.0,1,Y,0.0,3033.93
2039538,7.0,1,Y,3.0,3033.29
1682704,5.0,1,Y,4.0,3033.12
7427550,5.0,1,Y,0.0,3032.99
9147268,3.0,1,Y,0.0,3032.96
6164418,11.0,1,Y,9.0,3025.47
8340769,7.0,1,Y,13.0,3025.45
7769650,4.0,1,Y,1.0,3025.41
1611128,8.0,1,Y,15.0,3023.92
7222728,11.0,1,Y,0.0,3022.48
5683162,3.0,1,Y,0.0,3021.88
6963352,10.0,1,Y,0.0,3021.52
6522102,6.0,1,Y,7.0,3021.45
1444742,12.0,1,Y,0.0,3020.29
2804797,11.0,1,Y,0.0,3016.57
4659752,5.0,1,Y,5.0,3016.14
5077660,8.0,1,Y,0.0,3015.25
6575593,3.0,1,Y,0.0,3014.88
1828482,6.0,1,Y,0.0,3013.84
3689330,8.0,1,Y,6.0,3012.12
5632377,5.0,1,Y,0.0,3011.77
6579387,11.0,1,Y,3.0,3011.41
2062646,7.0,1,Y,8.0,3010.74
6565860,4.0,1,Y,1.0,3008.62
1036318,7.0,1,Y,19.0,3006.12
1265560,11.0,1,Y,0.0,2998.06
5418652,9.0,1,Y,28.0,2994.49
1601647,9.0,1,Y,0.0,2993.02
5110930,10.0,1,Y,0.0,2989.82
3527974,3.0,1,Y,0.0,2987.8
6361683,9.0,1,Y,14.0,2986.75
7333558,3.0,1,Y,5.0,2986.65
8750069,3.0,1,Y,0.0,2984.94
6309414,4.0,1,Y,11.0,2982.93
7716875,3.0,1,Y,0.0,2981.61
7699036,8.0,1,Y,0.0,2981.42
8655530,2.0,1,Y,0.0,2981.03
1432735,10.0,1,Y,4.0,2974.68
6465464,8.0,1,Y,4.0,2973.83
5904203,1.0,1,Y,7.0,2970.51
3815967,1.0,1,Y,4.0,2967.98
7985092,11.0,1,Y,10.0,2967.0
6064172,8.0,1,Y,15.0,2966.9
4993881,3.0,1,Y,3.0,2966.63
5489682,2.0,1,Y,0.0,2963.92
6316821,10.0,1,Y,0.0,2963.46
3536792,5.0,1,Y,0.0,2962.14
1428894,9.0,1,Y,3.0,2960.38
9345858,11.0,1,Y,0.0,2960.16
5533927,9.0,1,Y,0.0,2960.08
1119923,11.0,1,Y,0.0,2960.04
7179039,8.0,1,Y,18.0,2959.8
4730586,6.0,1,Y,23.0,2958.95
6989698,2.0,1,Y,0.0,2957.08
3202629,12.0,1,Y,3.0,2955.56
1943373,8.0,1,Y,0.0,2952.13
4242408,3.0,1,Y,17.0,2951.94
4643423,7.0,1,Y,5.0,2951.2
6167932,8.0,1,Y,5.0,2949.7
4395815,12.0,1,Y,0.0,2949.37
8837059,10.0,1,Y,3.0,2948.3
7711532,12.0,1,Y,0.0,2948.29
1596344,9.0,1,Y,0.0,2945.53
2275192,6.0,1,Y,0.0,2942.96
2857473,6.0,1,Y,11.0,2939.33
3479826,1.0,1,Y,0.0,2938.83
5394219,6.0,1,Y,2.0,2937.38
3024938,5.0,1,Y,10.0,2932.76
3930346,9.0,1,Y,0.0,2930.96
9274428,9.0,1,Y,5.0,2928.78
8138949,11.0,1,Y,14.0,2928.11
7308170,11.0,1,Y,17.0,2928.03
7269721,3.0,1,Y,5.0,2927.54
7570764,8.0,1,Y,14.0,2923.09
2561851,4.0,1,Y,0.0,2922.29
4232199,4.0,1,Y,4.0,2921.81
4651325,11.0,1,Y,0.0,2921.56
8599475,3.0,1,Y,0.0,2921.44
1238014,3.0,1,Y,0.0,2920.72
5419176,5.0,1,Y,7.0,2918.29
8847248,2.0,1,Y,0.0,2918.17
5522441,12.0,1,Y,0.0,2917.68
9474230,12.0,1,Y,5.0,2917.18
5819151,6.0,1,Y,7.0,2916.49
7877896,3.0,1,Y,6.0,2916.28
7156942,2.0,1,Y,2.0,2914.18
5400225,2.0,1,Y,0.0,2913.88
4731307,12.0,1,Y,10.0,2913.79
7676799,10.0,1,Y,0.0,2911.62
1140558,9.0,1,Y,4.0,2910.36
5925974,7.0,1,Y,0.0,2907.03
4734039,5.0,1,Y,13.0,2906.47
8820319,11.0,1,Y,0.0,2905.61
5842825,10.0,1,Y,2.0,2905.13
1870739,2.0,1,Y,0.0,2903.43
5836491,12.0,1,Y,0.0,2898.33
4327116,2.0,1,Y,0.0,2897.95
4305054,1.0,1,Y,19.0,2897.28
1273954,2.0,1,Y,0.0,2896.9
4372774,11.0,1,Y,9.0,2894.61
1779333,11.0,1,Y,11.0,2892.62
7249820,4.0,1,Y,0.0,2890.32
6221642,10.0,1,Y,0.0,2886.42
1214176,12.0,1,Y,0.0,2885.54
2164784,3.0,1,Y,3.0,2885.08
4360418,8.0,1,Y,14.0,2884.98
6556172,9.0,1,Y,2.0,2884.24
3196335,12.0,1,Y,17.0,2879.72
3125288,8.0,1,Y,0.0,2879.28
8488547,2.0,1,Y,13.0,2878.13
4502956,8.0,1,Y,7.0,2868.69
8678696,9.0,1,Y,7.0,2868.44
3060520,8.0,1,Y,0.0,2868.37
5554670,12.0,1,Y,18.0,2868.0
7620558,1.0,1,Y,0.0,2867.8
7732894,4.0,1,Y,11.0,2867.45
6493191,4.0,1,Y,0.0,2866.4
5997927,3.0,1,Y,8.0,2865.63
3334860,9.0,1,Y,7.0,2864.74
4639807,10.0,1,Y,8.0,2863.98
