annual_income,high_education_ind,email_or_tel_available,address_change_ind,living_status,past_num_of_claims,policyholder_key
60002,0,1,1,Own,0,6531
56706,1,1,0,Own,0,6532
42035,0,1,1,Rent,0,6533
94538,1,0,0,Rent,8,6534
59486,1,1,1,Rent,8,6535
56433,1,1,0,Rent,0,6536
43261,1,1,1,Rent,0,6537
98403,1,1,1,Rent,0,6538
48198,1,0,1,Own,0,6539
110131,1,0,1,Rent,0,6540
41452,1,1,1,Rent,3,6541
65937,1,0,0,Own,0,6542
106660,1,0,0,Rent,6,6543
109183,1,1,0,Own,0,6544
63447,0,0,1,Own,0,6545
62790,1,1,0,Rent,0,6546
124993,1,1,0,Rent,20,6547
47541,0,1,1,Own,0,6548
35600,0,1,1,Rent,0,6549
56238,1,1,1,Rent,9,6550
62475,1,1,0,Own,2,6551
63806,1,1,0,Own,0,6552
79965,1,1,0,Own,0,6553
60577,1,0,0,Own,0,6554
55915,1,1,1,Own,3,6555
97437,1,0,1,Rent,3,6556
43224,1,0,0,Rent,11,6557
52460,0,0,0,Own,0,6558
40746,1,1,1,Own,0,6559
101075,0,1,1,Rent,2,6560
94429,0,1,1,Rent,0,6561
62188,1,1,1,Own,0,6562
44628,1,1,1,Rent,0,6563
41516,1,1,0,Rent,29,6564
70028,1,0,0,Own,0,6565
88430,1,1,1,Own,0,6566
77128,1,0,0,Own,0,6567
38902,0,1,0,Own,18,6568
30090,1,1,0,Rent,9,6569
62875,1,1,0,Own,0,6570
37140,0,1,0,Own,0,6571
59330,0,1,1,Own,8,6572
50152,0,1,0,Own,17,6573
36411,1,1,1,Own,0,6574
35360,1,1,0,Rent,0,6575
36198,1,1,0,Own,4,6576
120685,0,1,1,Rent,0,6577
61096,1,1,1,Own,0,6578
100349,0,1,0,Rent,0,6579
52629,1,1,1,Rent,4,6580
76855,0,1,1,Own,6,6581
59417,0,1,1,Own,0,6582
41325,0,1,1,Own,0,6583
60843,1,1,0,Own,0,6584
79113,0,1,1,Own,0,6585
74766,0,1,1,Own,17,6586
33742,1,0,0,Own,8,6587
54859,1,1,1,Rent,0,6588
46845,1,1,0,Own,11,6589
78732,1,1,0,Own,8,6590
45943,1,1,1,Own,0,6591
72240,1,1,1,Own,9,6592
100436,1,0,1,Own,4,6593
64942,1,0,1,Rent,0,6594
42484,1,1,1,Own,2,6595
38235,0,1,0,Rent,1,6596
50635,0,1,1,Own,15,6597
42291,1,1,1,Own,11,6598
35376,1,1,1,Own,0,6599
31352,1,0,1,Own,10,6600
62990,1,1,1,Own,4,6601
70915,1,0,1,Rent,0,6602
30015,0,0,0,Own,11,6603
72306,1,1,1,Rent,0,6604
79720,1,1,0,Rent,6,6605
32889,0,0,1,Own,7,6606
38647,1,1,1,Own,8,6607
30015,1,0,0,Rent,21,6608
85107,1,1,0,Own,3,6609
59916,0,1,0,Own,0,6610
95068,1,1,1,Own,0,6611
57815,1,1,1,Rent,5,6612
48289,1,1,0,Rent,0,6613
73389,1,1,0,Rent,4,6614
97482,0,1,1,Rent,0,6615
54633,1,1,1,Own,3,6616
52513,0,1,1,Own,0,6617
39280,1,1,1,Own,3,6618
59856,0,1,1,Own,0,6619
50431,0,1,1,Own,3,6620
57267,1,1,0,Rent,1,6621
40948,1,0,1,Rent,0,6622
41235,1,1,0,Own,3,6623
43927,1,1,1,Own,0,6624
30259,1,1,1,Rent,0,6625
49908,0,1,0,Rent,0,6626
39032,1,1,1,Own,3,6627
39677,1,1,0,Rent,4,6628
65626,1,1,1,Rent,0,6629
48160,1,1,0,Rent,6,6630
74793,1,1,0,Own,0,6631
47579,1,1,0,Rent,13,6632
66409,1,1,1,Rent,8,6633
41632,1,1,1,Own,0,6634
94390,1,0,1,Own,7,6635
121202,1,1,1,Own,0,6636
50546,0,0,1,Rent,12,6637
58750,0,1,1,Rent,3,6638
42773,1,0,1,Own,0,6639
30015,0,0,1,Rent,17,6640
46309,1,1,0,Own,0,6641
50559,1,0,1,Rent,1,6642
48383,1,1,0,Rent,11,6643
41210,1,1,0,Own,16,6644
61437,1,1,0,Own,18,6645
73346,1,1,1,Own,0,6646
33095,1,1,1,Own,0,6647
49037,0,1,1,Rent,5,6648
94255,1,1,1,Own,0,6649
67262,1,0,1,Own,8,6650
72357,1,0,1,Own,17,6651
58429,0,1,1,Own,0,6652
36534,1,0,1,Own,0,6653
45428,1,0,1,Rent,11,6654
53611,1,1,0,Own,2,6655
49630,1,1,0,Rent,6,6656
43356,1,1,0,Own,0,6657
77315,0,0,0,Own,0,6658
48944,0,1,0,Rent,0,6659
48483,1,1,1,Own,0,6660
31084,1,1,1,Own,0,6661
31031,1,0,1,Rent,12,6662
52830,1,1,0,Own,15,6663
38578,1,1,0,Own,4,6664
62797,1,1,1,Own,0,6665
57765,1,0,0,Own,6,6666
86173,0,1,1,Rent,0,6667
38493,1,0,0,Own,0,6668
33941,0,0,1,Rent,3,6669
50795,1,1,1,Rent,0,6670
54190,1,1,0,Rent,10,6671
40725,0,0,0,Own,0,6672
35921,1,0,0,Own,0,6673
71453,1,0,1,Own,0,6674
48353,0,1,1,Rent,0,6675
56763,1,1,1,Rent,0,6676
55182,1,1,1,Own,0,6677
63071,1,0,1,Own,0,6678
80866,0,1,1,Rent,3,6679
45402,1,1,1,Rent,0,6680
56314,1,1,1,Rent,2,6681
30572,0,1,0,Own,7,6682
64383,1,1,0,Own,3,6683
73504,1,1,0,Rent,3,6684
74567,0,1,0,Own,0,6685
49786,0,1,0,Own,1,6686
35930,1,1,0,Own,0,6687
52075,0,1,1,Rent,6,6688
45299,1,0,1,Own,0,6689
35271,1,1,0,Own,10,6690
86557,1,1,0,Own,0,6691
112844,1,1,0,Rent,0,6692
31969,1,1,0,Own,22,6693
47071,1,1,1,Own,3,6694
44076,1,1,1,Rent,0,6695
71501,0,0,1,Own,3,6696
62967,1,1,1,Own,0,6697
51708,1,1,1,Own,10,6698
107402,1,1,1,Own,0,6699
104368,1,1,1,Rent,0,6700
34989,1,1,0,Own,0,6701
78263,0,0,0,Rent,0,6702
78674,1,1,0,Own,0,6703
58801,1,0,0,Rent,0,6704
42815,0,1,1,Rent,17,6705
79443,0,1,0,Own,7,6706
38299,1,1,0,Own,0,6707
52499,1,1,1,Own,0,6708
30969,0,1,1,Own,16,6709
43190,1,0,0,Own,0,6710
33920,1,0,0,Own,0,6711
65963,1,0,1,Own,1,6712
36632,1,1,0,Own,0,6713
68470,1,0,0,Own,0,6714
44688,1,1,1,Own,8,6715
90812,1,0,1,Own,0,6716
59227,1,1,1,Rent,18,6717
120972,1,1,0,Own,0,6718
53699,1,0,0,Own,9,6719
62744,0,1,0,Own,0,6720
89150,1,1,1,Own,13,6721
63970,0,1,1,Rent,3,6722
57781,1,1,1,Rent,0,6723
40366,0,1,0,Own,0,6724
54817,1,0,0,Own,0,6725
102512,1,1,1,Rent,2,6726
79065,1,1,1,Rent,6,6727
87154,1,1,1,Own,0,6728
46744,1,1,0,Own,7,6729
85681,1,1,1,Rent,0,6730
81588,1,1,1,Own,14,6731
51203,0,0,1,Rent,0,6732
93143,1,1,1,Own,0,6733
44201,1,1,0,Own,1,6734
39448,0,1,1,Own,9,6735
66179,1,0,1,Own,15,6736
89028,1,1,1,Rent,0,6737
42950,1,1,1,Own,7,6738
93869,1,0,0,Rent,0,6739
67865,1,1,0,Rent,10,6740
124993,1,1,1,Rent,13,6741
39403,0,1,1,Own,14,6742
74908,1,0,0,Rent,8,6743
53887,0,0,0,Own,1,6744
57003,0,1,1,Rent,4,6745
36531,1,0,1,Own,0,6746
32869,0,1,0,Own,10,6747
55828,1,1,0,Rent,29,6748
59878,1,1,1,Own,6,6749
53357,1,0,0,Own,0,6750
43474,1,1,1,Rent,0,6751
31621,1,0,0,Rent,0,6752
45567,1,1,0,Rent,6,6753
62832,0,1,1,Own,0,6754
67079,1,1,0,Own,11,6755
83109,1,0,1,Rent,0,6756
89762,0,1,1,Own,0,6757
116207,1,1,1,Rent,0,6758
45570,1,1,1,Rent,1,6759
80972,0,0,1,Own,0,6760
63689,0,0,1,Rent,0,6761
54314,0,1,1,Rent,6,6762
62210,1,1,1,Rent,0,6763
52298,0,1,1,Rent,0,6764
35023,1,1,0,Rent,1,6765
70266,1,0,0,Own,1,6766
52262,1,1,1,Own,0,6767
47337,1,1,1,Rent,0,6768
67726,1,1,1,Own,7,6769
96311,0,1,1,Own,0,6770
71549,1,1,0,Own,0,6771
58126,0,0,1,Rent,0,6772
55721,1,1,0,Own,0,6773
80916,0,1,0,Rent,0,6774
41812,0,0,0,Rent,0,6775
48303,0,1,1,Own,9,6776
35328,1,0,1,Rent,2,6777
54060,1,0,1,Rent,0,6778
33057,1,1,1,Own,1,6779
59479,0,0,0,Own,14,6780
40298,1,1,1,Rent,0,6781
36111,1,1,0,Own,0,6782
38742,1,0,1,Own,21,6783
34032,1,1,1,Own,0,6784
62033,1,1,1,Rent,9,6785
43564,1,1,1,Own,0,6786
72363,1,1,1,Own,0,6787
31684,1,1,1,Own,0,6788
104685,1,1,1,Rent,0,6789
36021,1,1,1,Own,0,6790
31310,0,1,1,Rent,10,6791
34424,1,0,1,Own,0,6792
66573,1,1,0,Own,7,6793
30275,1,1,1,Rent,0,6794
57884,1,1,1,Rent,0,6795
49213,0,0,0,Rent,13,6796
39165,0,1,0,Rent,0,6797
49978,1,0,1,Rent,6,6798
69264,1,0,0,Rent,0,6799
50808,0,0,0,Own,0,6800
40354,1,1,0,Own,0,6801
58850,1,0,0,Own,0,6802
40872,1,1,1,Rent,0,6803
66131,0,1,1,Own,0,6804
89304,1,0,1,Rent,18,6805
31513,1,1,1,Own,13,6806
81230,1,1,1,Own,5,6807
78847,0,1,0,Own,4,6808
105122,0,0,1,Own,0,6809
69090,1,1,1,Own,13,6810
38647,1,1,0,Rent,18,6811
30787,0,1,1,Rent,0,6812
76967,1,1,1,Rent,0,6813
44038,1,1,1,Own,12,6814
65017,1,1,1,Own,0,6815
33197,1,1,1,Own,0,6816
70633,1,1,0,Own,0,6817
32101,1,1,0,Own,5,6818
51860,1,1,0,Own,18,6819
39601,0,1,1,Own,0,6820
30854,1,1,1,Rent,0,6821
69752,1,1,1,Rent,4,6822
49767,0,0,1,Own,0,6823
62016,0,0,0,Own,0,6824
88078,0,1,1,Own,0,6825
31855,1,1,1,Own,8,6826
73225,1,0,1,Own,0,6827
51663,1,1,1,Own,0,6828
41392,1,1,0,Own,5,6829
41078,0,1,0,Rent,1,6830
35688,0,1,1,Own,1,6831
51832,1,0,0,Own,0,6832
81777,1,1,0,Own,0,6833
56444,0,1,1,Own,1,6834
35374,1,1,1,Own,0,6835
108586,0,1,1,Own,3,6836
31477,0,0,1,Own,2,6837
38407,0,0,0,Own,0,6838
42396,0,1,0,Rent,5,6839
43501,0,1,1,Rent,0,6840
30015,1,1,0,Own,27,6841
30015,1,0,1,Rent,27,6842
97691,1,1,1,Own,0,6843
98534,0,1,0,Own,0,6844
124993,1,1,0,Rent,7,6845
32886,0,0,0,Rent,7,6846
81583,0,0,1,Rent,0,6847
30015,0,0,0,Rent,3,6848
39576,1,1,1,Own,0,6849
87393,1,1,0,Own,0,6850
53097,1,1,1,Own,8,6851
53769,1,0,1,Rent,10,6852
43331,1,0,1,Rent,0,6853
65406,1,1,1,Own,6,6854
43586,0,1,1,Own,0,6855
30015,1,0,1,Rent,17,6856
33536,0,1,0,Own,20,6857
40814,1,0,0,Rent,10,6858
35443,0,1,0,Rent,4,6859
44051,0,1,0,Own,5,6860
77066,1,1,1,Rent,0,6861
75208,1,0,1,Rent,18,6862
106703,1,1,1,Own,0,6863
42043,1,1,0,Own,1,6864
56192,0,1,1,Own,0,6865
54559,1,1,1,Rent,1,6866
56072,1,1,0,Rent,12,6867
98135,1,1,0,Own,17,6868
52162,0,1,0,Own,0,6869
30015,1,1,1,Rent,26,6870
115421,0,0,1,Rent,0,6871
56432,1,1,1,Own,16,6872
87062,1,1,0,Rent,0,6873
62095,1,1,1,Rent,9,6874
47466,1,1,1,Own,1,6875
75062,1,1,0,Own,0,6876
87802,0,1,1,Own,0,6877
90242,1,0,1,Own,0,6878
71682,1,1,1,Own,0,6879
43978,1,1,0,Rent,9,6880
73508,0,1,0,Own,0,6881
53519,0,1,1,Own,0,6882
74180,1,0,0,Own,0,6883
35466,1,1,1,Own,17,6884
84373,1,1,0,Own,1,6885
92892,1,0,1,Own,0,6886
32704,1,1,1,Rent,6,6887
57112,0,1,0,Own,0,6888
30065,1,1,1,Rent,0,6889
65443,0,1,1,Own,0,6890
45765,0,0,0,Own,0,6891
30670,1,1,1,Own,0,6892
66327,0,1,1,Rent,0,6893
62189,1,0,0,Own,0,6894
43328,1,0,0,Rent,0,6895
41371,1,1,0,Rent,0,6896
57477,1,1,1,Own,1,6897
74026,1,1,0,Own,0,6898
53015,1,1,1,Rent,0,6899
45409,1,1,0,Rent,2,6900
47298,0,1,0,Rent,9,6901
111741,0,0,0,Rent,0,6902
37709,1,1,1,Rent,0,6903
48800,0,0,0,Own,0,6904
75475,1,1,1,Rent,1,6905
112763,1,1,0,Own,0,6906
37234,1,0,1,Own,0,6907
35305,0,1,1,Own,0,6908
66846,1,0,0,Own,0,6909
30365,1,0,1,Rent,3,6910
84689,0,0,1,Own,0,6911
30015,1,0,1,Rent,14,6912
32852,1,0,0,Own,0,6913
47414,1,1,1,Rent,12,6914
62619,1,1,1,Own,0,6915
124993,0,0,1,Own,4,6916
45205,1,1,0,Rent,5,6917
39453,0,1,0,Rent,1,6918
54463,1,1,1,Own,19,6919
43316,1,1,0,Own,0,6920
92857,1,1,1,Own,0,6921
31569,0,1,0,Own,7,6922
112820,1,1,1,Rent,8,6923
37415,1,1,0,Rent,1,6924
50090,1,1,1,Own,0,6925
59402,0,1,0,Rent,11,6926
56628,1,1,1,Own,4,6927
33040,1,1,0,Own,6,6928
67684,0,1,1,Own,0,6929
87459,1,1,1,Own,0,6930
40359,1,1,0,Own,0,6931
35597,1,0,1,Rent,3,6932
38585,1,1,1,Own,0,6933
30333,0,1,0,Rent,0,6934
81133,0,0,1,Rent,0,6935
47126,0,1,0,Own,1,6936
37012,1,1,0,Own,0,6937
38909,0,1,0,Own,0,6938
71452,1,1,0,Rent,0,6939
63357,1,1,0,Rent,4,6940
42481,1,0,0,Own,33,6941
30015,0,0,0,Rent,8,6942
37156,0,1,0,Rent,1,6943
38907,1,0,0,Own,0,6944
49197,1,0,1,Own,0,6945
51645,1,1,1,Own,0,6946
74567,1,1,1,Own,7,6947
32122,1,0,1,Own,6,6948
32712,1,0,0,Rent,6,6949
38814,1,1,0,Own,0,6950
107845,1,0,1,Own,0,6951
63838,1,1,0,Rent,0,6952
42805,0,1,1,Own,27,6953
117387,0,1,1,Own,0,6954
32865,1,1,1,Rent,0,6955
40753,1,1,1,Rent,25,6956
37697,1,1,0,Rent,0,6957
100314,1,1,1,Own,12,6958
41857,0,1,1,Rent,0,6959
32872,1,0,0,Own,0,6960
48860,0,1,0,Own,1,6961
80178,1,1,0,Rent,0,6962
47352,1,0,1,Own,0,6963
58748,1,0,1,Own,0,6964
62360,0,1,0,Rent,7,6965
119379,1,0,0,Own,0,6966
43595,1,1,1,Own,0,6967
30746,1,1,1,Rent,1,6968
39125,1,1,1,Rent,5,6969
54477,1,0,0,Own,7,6970
30986,1,1,1,Rent,13,6971
34182,1,1,0,Rent,0,6972
62200,1,1,1,Own,3,6973
43006,0,1,0,Own,0,6974
54431,1,0,0,Own,0,6975
101256,0,0,0,Own,11,6976
94987,1,0,0,Own,0,6977
52244,1,0,1,Rent,0,6978
119568,1,1,1,Own,15,6979
38972,1,1,0,Rent,5,6980
30015,0,0,0,Own,8,6981
77490,0,0,0,Own,8,6982
35659,1,1,1,Own,0,6983
50002,1,1,1,Own,0,6984
32486,1,1,0,Rent,0,6985
49401,1,1,1,Rent,25,6986
33536,0,1,1,Own,0,6987
95797,1,1,1,Rent,5,6988
69243,1,1,0,Own,5,6989
49301,0,1,0,Rent,0,6990
36678,1,1,1,Own,12,6991
33030,1,1,1,Rent,0,6992
103753,1,1,1,Rent,0,6993
67604,1,1,1,Rent,0,6994
33683,0,1,1,Rent,13,6995
42763,1,1,0,Rent,0,6996
112182,1,1,1,Own,4,6997
38674,1,1,1,Own,0,6998
75982,1,1,0,Rent,0,6999
77220,1,0,1,Own,0,7000
112315,1,0,1,Rent,0,7001
53982,0,1,1,Own,0,7002
44840,1,1,0,Rent,0,7003
60523,0,0,1,Own,3,7004
36195,1,0,0,Own,21,7005
31818,1,1,1,Rent,0,7006
61177,0,1,1,Own,2,7007
38360,1,1,1,Own,0,7008
51051,1,0,1,Rent,0,7009
54359,0,1,1,Own,6,7010
31121,1,1,0,Own,5,7011
32168,1,1,0,Rent,0,7012
45507,0,1,1,Own,0,7013
47503,1,0,0,Rent,0,7014
71062,1,1,1,Rent,5,7015
32875,1,0,1,Own,0,7016
54574,1,1,1,Rent,6,7017
38082,1,0,1,Rent,6,7018
53512,0,1,0,Own,1,7019
113502,1,0,1,Own,6,7020
38988,1,1,0,Own,0,7021
38014,0,1,0,Own,0,7022
30015,1,0,1,Own,16,7023
78626,1,1,1,Rent,0,7024
62850,1,1,1,Rent,0,7025
41245,1,1,1,Rent,1,7026
63677,0,1,1,Rent,0,7027
34598,0,1,0,Rent,0,7028
38754,1,0,1,Own,0,7029
50531,1,1,1,Own,14,7030
36776,1,1,0,Own,0,7031
87509,0,1,0,Own,4,7032
60417,0,1,0,Rent,13,7033
95025,0,0,0,Own,0,7034
44188,1,0,1,Rent,0,7035
31636,1,1,0,Rent,0,7036
47609,1,1,0,Own,0,7037
94167,0,0,0,Rent,1,7038
60062,1,0,1,Own,0,7039
64990,1,0,1,Rent,0,7040
30593,1,1,0,Rent,0,7041
39326,1,0,1,Own,12,7042
53306,0,1,1,Own,7,7043
62302,0,1,0,Rent,17,7044
57545,1,1,1,Rent,0,7045
54167,1,0,0,Own,0,7046
50815,1,1,1,Own,0,7047
49894,1,1,0,Own,9,7048
41864,0,0,0,Own,0,7049
38259,1,1,0,Rent,15,7050
63544,1,1,0,Own,0,7051
33612,0,1,1,Rent,0,7052
48243,1,1,1,Own,2,7053
57407,1,1,1,Rent,0,7054
97350,1,1,1,Own,0,7055
52463,1,1,0,Rent,7,7056
73696,1,0,1,Rent,0,7057
36557,0,1,0,Own,0,7058
37418,1,1,1,Own,11,7059
73647,1,1,1,Rent,0,7060
88621,1,1,0,Rent,0,7061
64198,1,1,1,Own,18,7062
74089,0,1,1,Own,0,7063
32749,1,1,1,Own,0,7064
42706,1,0,1,Rent,0,7065
106776,1,1,0,Own,10,7066
87907,1,1,1,Rent,5,7067
46264,1,0,0,Own,7,7068
85008,1,1,0,Own,0,7069
108775,1,1,1,Own,3,7070
99348,1,1,0,Rent,20,7071
103551,1,1,0,Rent,0,7072
67975,1,0,0,Own,5,7073
89094,1,1,0,Rent,0,7074
35946,0,1,1,Rent,0,7075
68552,1,1,0,Rent,1,7076
62781,1,1,0,Rent,0,7077
39203,1,0,1,Own,0,7078
62979,1,0,0,Rent,0,7079
35923,1,1,1,Own,0,7080
65178,1,0,1,Own,0,7081
75253,1,1,0,Own,0,7082
33138,1,1,1,Own,0,7083
44952,1,0,1,Own,7,7084
37731,1,1,1,Rent,16,7085
40184,1,1,1,Rent,0,7086
43440,1,1,1,Own,0,7087
37929,1,1,1,Own,0,7088
94812,0,1,1,Own,0,7089
49798,1,1,1,Own,0,7090
50250,1,1,0,Own,0,7091
75197,0,1,0,Own,4,7092
66721,1,1,1,Own,8,7093
62553,0,1,0,Own,0,7094
94812,1,0,0,Own,13,7095
63980,0,1,1,Rent,0,7096
33681,0,1,1,Own,7,7097
48325,1,1,0,Own,9,7098
55240,1,0,0,Rent,0,7099
54358,0,1,1,Rent,0,7100
47329,1,1,1,Own,0,7101
32151,1,0,0,Rent,15,7102
34327,1,0,1,Own,0,7103
89221,1,1,1,Own,0,7104
35881,1,0,1,Own,3,7105
45847,0,1,1,Rent,0,7106
36772,1,1,1,Rent,15,7107
74570,1,1,1,Own,0,7108
89360,1,1,0,Rent,9,7109
31902,0,1,1,Rent,1,7110
39793,0,1,0,Rent,4,7111
49777,0,1,1,Rent,0,7112
65959,1,1,1,Rent,21,7113
34579,0,1,1,Own,0,7114
30759,1,1,1,Own,15,7115
40813,1,0,1,Rent,0,7116
56900,1,1,0,Rent,11,7117
72224,0,1,1,Own,5,7118
72728,0,1,0,Own,0,7119
31857,1,1,1,Rent,6,7120
50322,0,1,1,Rent,0,7121
45238,1,1,1,Own,12,7122
42057,1,1,0,Rent,10,7123
92640,1,1,0,Own,0,7124
47490,1,0,0,Own,1,7125
44502,1,0,0,Own,10,7126
111797,0,0,1,Rent,7,7127
67171,1,1,1,Own,0,7128
67883,1,1,1,Own,2,7129
43328,0,1,1,Rent,4,7130
124993,0,1,0,Own,3,7131
63517,0,0,1,Rent,0,7132
74672,0,1,0,Rent,19,7133
32411,1,1,1,Own,0,7134
36364,1,1,1,Rent,6,7135
32732,1,0,0,Own,2,7136
56197,1,1,1,Own,0,7137
57627,1,1,1,Own,0,7138
34097,1,0,1,Rent,0,7139
40958,0,0,1,Own,0,7140
31828,1,1,0,Rent,0,7141
111773,1,0,0,Own,5,7142
39248,0,1,1,Rent,16,7143
95018,1,1,1,Own,1,7144
35072,1,0,1,Rent,3,7145
59240,0,0,1,Rent,0,7146
56907,0,1,1,Own,0,7147
95688,0,1,1,Own,0,7148
43794,1,1,0,Rent,0,7149
42539,1,1,1,Rent,10,7150
42945,1,1,1,Rent,0,7151
63781,1,0,0,Rent,0,7152
62519,1,1,1,Own,0,7153
86667,1,0,1,Own,0,7154
32811,1,1,1,Own,10,7155
55889,1,1,1,Rent,3,7156
33231,1,0,1,Own,1,7157
35893,1,0,1,Own,9,7158
76783,0,1,0,Rent,6,7159
51947,1,0,1,Own,19,7160
70015,1,1,1,Rent,0,7161
35225,1,0,0,Rent,0,7162
84010,1,0,1,Own,19,7163
52573,1,1,1,Own,0,7164
65911,1,1,1,Own,0,7165
45692,1,1,1,Rent,13,7166
37499,1,1,1,Own,6,7167
54922,1,0,1,Rent,1,7168
63011,0,1,1,Rent,13,7169
55097,1,1,1,Own,0,7170
48467,0,0,0,Own,1,7171
45071,0,1,0,Rent,4,7172
67841,1,0,1,Own,9,7173
39042,1,1,1,Rent,0,7174
67634,1,1,1,Own,0,7175
51752,1,1,1,Rent,0,7176
51354,1,1,0,Own,6,7177
42225,1,0,1,Own,9,7178
45252,0,1,0,Own,1,7179
36936,1,0,0,Rent,0,7180
32933,0,1,1,Rent,0,7181
101033,0,1,1,Own,0,7182
50543,1,1,0,Rent,2,7183
35202,1,1,0,Own,0,7184
79582,1,1,0,Rent,7,7185
72278,1,1,1,Rent,0,7186
39598,1,1,1,Rent,5,7187
41538,0,1,1,Own,6,7188
51491,1,1,1,Rent,13,7189
34659,1,0,0,Own,7,7190
89498,0,1,1,Rent,0,7191
55677,0,0,1,Rent,0,7192
87990,1,1,1,Own,18,7193
54278,1,1,0,Rent,0,7194
94524,1,1,1,Rent,6,7195
53179,1,0,0,Rent,0,7196
62707,1,1,1,Own,11,7197
44301,1,1,1,Own,3,7198
80077,0,1,1,Own,8,7199
70627,1,1,0,Rent,7,7200
97140,1,0,1,Own,22,7201
48015,1,1,1,Rent,4,7202
59759,1,0,0,Own,0,7203
104909,1,1,1,Own,1,7204
54842,1,1,1,Own,0,7205
36867,1,0,1,Rent,0,7206
30015,1,0,1,Own,19,7207
77178,1,0,1,Own,9,7208
36166,0,1,1,Own,0,7209
59212,0,1,1,Rent,4,7210
37978,1,1,1,Own,0,7211
30497,1,1,0,Rent,0,7212
48627,0,1,1,Own,2,7213
51721,1,1,0,Own,4,7214
68667,1,1,1,Rent,7,7215
46842,1,1,0,Rent,0,7216
57644,0,0,1,Own,8,7217
77164,0,0,1,Rent,11,7218
58241,1,0,0,Rent,0,7219
88454,1,1,0,Rent,9,7220
69659,1,1,0,Rent,0,7221
40067,0,1,0,Own,14,7222
46831,1,1,0,Rent,0,7223
90434,1,0,1,Rent,0,7224
39283,1,1,1,Own,1,7225
84053,1,1,1,Rent,0,7226
35002,0,1,0,Rent,0,7227
119642,1,0,0,Own,2,7228
107893,1,0,0,Rent,4,7229
39507,0,1,1,Own,5,7230
33626,1,1,0,Own,0,7231
103040,1,0,0,Rent,0,7232
38278,0,0,1,Rent,8,7233
108158,0,0,1,Rent,0,7234
43334,0,1,0,Own,0,7235
98863,1,0,0,Own,0,7236
63731,0,1,0,Own,0,7237
45295,1,1,1,Rent,0,7238
77878,0,0,0,Rent,0,7239
66558,1,0,1,Rent,0,7240
32555,1,1,0,Rent,6,7241
74036,1,1,0,Own,0,7242
89930,1,1,0,Rent,0,7243
32403,1,1,0,Own,0,7244
68464,0,1,1,Rent,15,7245
120960,0,0,0,Own,24,7246
53040,1,1,1,Rent,4,7247
72250,1,0,0,Rent,13,7248
114404,0,1,0,Own,0,7249
35256,0,1,0,Rent,0,7250
94983,0,0,1,Rent,0,7251
71414,1,1,1,Rent,0,7252
32071,1,0,1,Rent,2,7253
81404,0,1,1,Own,0,7254
33097,1,0,0,Own,6,7255
38665,1,1,0,Own,4,7256
60451,1,1,1,Own,0,7257
47559,0,0,0,Own,0,7258
38449,1,0,1,Rent,0,7259
46914,1,1,0,Own,1,7260
32502,1,1,1,Own,2,7261
38956,0,1,1,Own,4,7262
39280,1,0,1,Rent,0,7263
66023,0,0,1,Own,0,7264
40409,1,0,0,Own,0,7265
51791,1,1,1,Own,18,7266
52623,1,1,0,Own,8,7267
52467,1,1,1,Rent,0,7268
38997,1,0,0,Rent,5,7269
68865,1,1,1,Rent,0,7270
48491,0,1,1,Own,0,7271
31791,1,1,1,Rent,0,7272
63769,0,1,1,Own,0,7273
46661,0,0,1,Rent,0,7274
52779,1,1,1,Own,9,7275
43871,1,1,1,Own,6,7276
84804,1,1,1,Rent,0,7277
33006,1,1,1,Rent,0,7278
88696,0,1,0,Own,0,7279
89511,1,1,0,Rent,19,7280
41968,1,1,0,Own,0,7281
31841,1,1,1,Own,0,7282
73669,0,1,0,Own,5,7283
49526,1,1,0,Rent,11,7284
71879,1,0,1,Own,5,7285
48653,1,1,1,Own,0,7286
40309,1,1,0,Own,0,7287
98053,1,1,0,Rent,2,7288
40969,1,0,1,Own,0,7289
83194,1,0,0,Own,6,7290
35032,0,1,1,Own,0,7291
88916,1,1,1,Rent,22,7292
31024,1,1,1,Own,0,7293
32857,1,0,1,Rent,12,7294
91933,0,1,1,Own,0,7295
30015,1,0,0,Rent,4,7296
87931,1,1,1,Rent,15,7297
57032,1,1,1,Own,7,7298
37311,1,0,0,Own,2,7299
51533,0,1,1,Own,3,7300
44395,1,0,1,Own,21,7301
61410,1,1,1,Rent,18,7302
38724,1,0,0,Rent,0,7303
66452,0,1,0,Own,0,7304
109746,1,1,1,Own,0,7305
37630,1,1,0,Own,0,7306
32755,0,0,1,Own,2,7307
66807,1,1,1,Own,0,7308
78539,1,1,1,Rent,0,7309
54313,1,1,0,Rent,7,7310
57629,1,1,0,Rent,0,7311
55948,1,1,0,Own,0,7312
46673,1,1,1,Rent,11,7313
39694,1,1,0,Own,0,7314
46776,1,1,1,Own,0,7315
33646,1,1,1,Rent,13,7316
61408,1,0,1,Rent,13,7317
47134,1,1,0,Own,0,7318
80199,1,1,0,Own,0,7319
53287,1,1,0,Rent,0,7320
121949,0,0,0,Own,0,7321
52640,1,0,1,Rent,25,7322
42054,1,1,1,Rent,5,7323
94308,1,0,0,Rent,2,7324
57037,1,0,1,Own,4,7325
76166,0,1,1,Own,9,7326
44645,1,1,1,Rent,0,7327
36075,0,1,0,Own,14,7328
40151,0,1,1,Own,12,7329
61174,1,1,0,Rent,0,7330
