vehicle_made_year,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,vehicle_mileage,vehicle_key
2023,Large,73715.93915,red,11525.58828,76736,10342
2022,Compact,21478.76853,other,8724.605554,91181,10343
2020,Medium,15000,gray,45085.59382,96793,10344
2022,Medium,33809.71194,blue,46882.60485,56781,10345
2020,Medium,15000,silver,28632.01301,115287,10346
2023,Medium,26207.43577,other,32921.42621,77076,10347
2022,Compact,15000,blue,21458.4431,65334,10348
2022,Large,15000,silver,14141.96129,88067,10349
2008,Large,15000,black,68031.44014,20311,10350
2024,Medium,15000,red,9965.894794,84966,10351
2024,Medium,15000,silver,18453.91744,80532,10352
2024,Large,15000,black,17441.16838,78042,10353
2012,Medium,15000,red,35407.45192,95819,10354
2024,Medium,31465.16261,blue,8620.245911,121769,10355
2022,Large,67007.50872,white,20941.84798,64443,10356
2014,Medium,15000,silver,9894.263736,43718,10357
2025,Compact,26793.06409,other,21923.01027,91531,10358
2025,Compact,49603.50688,silver,7417.972647,86132,10359
2025,Compact,56859.4116,silver,28946.64097,82806,10360
2019,Large,15000,blue,48980.10207,102718,10361
2023,Large,36371.96219,black,21138.02513,129787,10362
2024,Medium,15000,gray,36129.50464,67088,10363
2024,Large,47667.05862,black,19287.81597,78043,10364
2025,Compact,49040.37563,gray,13438.92726,88075,10365
2024,Large,15000,gray,34431.59687,68788,10366
2026,Compact,15000,silver,14549.49866,130674,10367
2023,Compact,16729.03384,white,32858.70199,104804,10368
2026,Compact,23103.32894,blue,28524.39833,126002,10369
2022,Compact,15000,white,20057.41349,81489,10370
2020,Compact,36125.64055,red,17522.18636,88950,10371
2011,Medium,19955.94424,white,4386.008658,37536,10372
2026,Compact,24719.08545,white,13277.08143,117552,10373
2025,Compact,15000,blue,9060.749701,47609,10374
2027,Medium,15000,black,13454.46268,40885,10375
2024,Medium,87669.61285,red,44954.24542,152932,10376
2015,Compact,84494.85719,red,16060.02349,131868,10377
2024,Compact,15000,gray,21726.46749,105105,10378
2027,Compact,15000,gray,11908.65165,63566,10379
2027,Large,47372.30132,gray,13707.49263,24896,10380
2026,Medium,15000,red,12376.12773,41717,10381
2020,Medium,40942.3395,red,24830.92555,94109,10382
2022,Compact,15000,white,20379.33955,61487,10383
2022,Compact,15000,gray,12428.71052,98966,10384
2025,Compact,24358.18673,gray,26829.62751,110033,10385
2023,Compact,18399.32824,blue,6355.19083,116961,10386
2015,Compact,32890.84102,silver,29455.85628,120376,10387
2027,Medium,21710.58697,silver,5892.891087,126019,10388
2025,Compact,23227.63024,gray,19820.28189,86562,10389
2023,Medium,47816.31014,gray,12725.64015,41200,10390
2023,Compact,103535.6175,blue,16447.68912,79493,10391
2016,Compact,69258.79733,other,37438.2292,70660,10392
2024,Compact,15000,gray,10182.84297,60744,10393
2024,Compact,15000,blue,8885.564278,120554,10394
2023,Medium,15000,black,22168.31792,90660,10395
2017,Medium,21564.50898,black,8218.26299,68344,10396
2014,Large,100335.613,white,42798.41059,81090,10397
2023,Large,64151.47033,other,11621.63771,91419,10398
2024,Large,76911.21312,blue,41931.9641,83277,10399
2016,Medium,15000,gray,41424.97779,95117,10400
2024,Compact,15000,black,6242.021623,70628,10401
2022,Medium,15000,red,24460.73071,98603,10402
2027,Medium,27144.02755,gray,12963.90819,51840,10403
2020,Compact,15000,white,55076.97309,114198,10404
2022,Medium,15000,red,26729.05598,48617,10405
2015,Medium,15000,blue,23081.77901,57234,10406
2025,Large,15000,gray,32957.24482,59483,10407
2019,Large,48458.19825,other,47563.16073,94727,10408
2023,Large,15000,red,49067.16867,114017,10409
2020,Large,34989.49678,gray,22622.03305,80786,10410
2025,Large,17907.16992,silver,7337.606862,49331,10411
2023,Compact,15000,blue,20045.39766,5926,10412
2023,Compact,15000,red,10831.81714,85601,10413
2023,Large,15000,other,10662.87676,69293,10414
2011,Large,15000,blue,30346.36627,44968,10415
2027,Medium,15000,black,7648.789871,76609,10416
2025,Medium,15000,black,20858.18204,110480,10417
2025,Compact,72682.5968,other,29753.09213,123070,10418
2017,Large,56356.75756,black,20464.98015,118855,10419
2023,Compact,22116.00921,gray,3849.907598,60973,10420
2023,Large,63524.96933,silver,25171.87469,44863,10421
2022,Large,52022.28687,other,9796.755767,123833,10422
2027,Medium,22370.34671,gray,19171.31415,71912,10423
2023,Large,36929.77194,red,14045.59727,110650,10424
2024,Large,27117.25553,blue,9912.041682,44541,10425
2004,Large,19044.63666,blue,20882.0164,82848,10426
2019,Large,15035.89687,other,23343.95167,45058,10427
2022,Large,15000,other,9249.885854,135473,10428
2025,Large,15000,blue,7695.098699,11661,10429
2027,Large,57731.86839,black,28495.40849,52333,10430
2025,Medium,78155.31627,black,21569.63905,41739,10431
2025,Medium,20858.69552,blue,28387.42782,55290,10432
2023,Medium,22622.32416,silver,60721.34596,94989,10433
2021,Compact,53718.40893,blue,55642.64999,122558,10434
2026,Large,56012.73749,other,23470.4969,88435,10435
2017,Medium,15000,gray,17353.42658,73425,10436
2022,Large,15000,other,32992.19978,66251,10437
2024,Compact,15000,white,12100.65829,94215,10438
2024,Large,15000,silver,12508.98862,115937,10439
2023,Compact,31432.5648,blue,10630.12524,120501,10440
2026,Compact,38090.23875,blue,26568.66094,100404,10441
2021,Large,37751.62712,red,31254.35193,45377,10442
2024,Compact,82877.5593,white,61370.15208,47257,10443
2021,Compact,73951.39705,gray,38364.1346,47653,10444
2018,Medium,15000,other,32043.94876,85229,10445
2025,Medium,17173.44248,blue,18023.11491,72124,10446
2023,Compact,35372.14481,blue,29571.16038,111259,10447
2025,Compact,55183.18395,blue,39817.97273,88817,10448
2026,Large,28209.17439,silver,9909.871156,112020,10449
2023,Medium,15000,black,37161.37403,87998,10450
2023,Large,15000,silver,37575.36119,112192,10451
2024,Medium,66697.00667,silver,9379.908168,96787,10452
2023,Compact,20652.20001,silver,21322.16451,45261,10453
2020,Medium,39680.95727,other,12917.03328,66070,10454
2023,Large,50151.21079,red,25572.54556,74182,10455
2017,Compact,21107.35008,black,18496.99249,55934,10456
2026,Medium,28763.44106,other,26545.51246,9502,10457
2025,Large,30067.34945,black,24309.22042,79854,10458
2022,Compact,21094.85693,silver,32806.52796,29917,10459
2020,Medium,61590.33319,gray,6416.504097,55653,10460
2027,Compact,117919.3512,other,11550.84527,44720,10461
2024,Compact,30984.58166,red,19978.338,64189,10462
2011,Compact,19256.83709,blue,10460.4278,74392,10463
2020,Medium,36394.97631,black,6748.692089,153691,10464
2026,Large,64002.0825,gray,37514.90071,34452,10465
2023,Large,40919.98845,black,19235.34605,77884,10466
2023,Compact,94718.95249,other,22312.94094,37838,10467
2025,Medium,26015.0572,gray,33477.75907,22852,10468
2024,Compact,37540.2745,gray,20685.16264,109073,10469
2025,Compact,74954.70727,other,17137.43667,127785,10470
2023,Large,77356.60338,red,20777.09412,108989,10471
2024,Large,55121.14703,red,28501.78354,60929,10472
2027,Large,15000,gray,17786.30258,46435,10473
2023,Medium,85908.56802,black,9737.031039,42016,10474
2026,Medium,15000,other,22870.93637,127012,10475
2025,Large,70392.36149,blue,31414.55213,71071,10476
2012,Compact,15000,gray,8832.328155,34321,10477
2027,Compact,49990.45187,blue,30184.18722,69557,10478
2019,Compact,15606.27753,red,6487.021538,76892,10479
2027,Medium,15000,gray,18460.04211,96663,10480
2019,Large,15000,black,5869.659779,147240,10481
2024,Large,15000,gray,28116.33646,66671,10482
2023,Medium,62917.77043,gray,28314.90908,97582,10483
2026,Large,15000,gray,16711.25257,160452,10484
2025,Large,16790.53161,other,20594.85352,124218,10485
2026,Medium,15000,blue,3751.724089,62131,10486
2023,Medium,33528.34372,silver,15245.28455,96300,10487
2024,Compact,41042.52309,silver,15924.26795,115738,10488
2027,Compact,33122.74956,blue,14835.31184,38579,10489
2022,Large,31870.93431,red,48880.89916,56674,10490
2019,Medium,15000,other,15325.17528,40894,10491
2018,Medium,15000,silver,15213.32035,79503,10492
2022,Compact,15000,black,34790.34668,68161,10493
2026,Compact,15000,other,50970.77959,70424,10494
2022,Compact,17535.38271,silver,21248.10003,116756,10495
2023,Large,26823.13831,gray,14510.22715,164254,10496
2013,Medium,34115.21811,other,33230.13935,111342,10497
2024,Compact,29736.5865,other,21403.0141,77620,10498
2025,Large,47829.30507,other,63891.78347,60097,10499
2024,Large,47951.89924,other,34498.44737,124220,10500
2023,Large,38662.95159,red,25950.86972,39737,10501
2024,Compact,42285.02266,gray,28532.79962,92882,10502
2025,Compact,61014.74541,red,13518.74492,101543,10503
2025,Large,32610.33974,red,15919.74485,19970,10504
2023,Medium,47269.22585,gray,42303.47442,84073,10505
2026,Large,15000,black,31938.02261,89137,10506
2025,Medium,44829.45695,red,28532.79962,51152,10507
2018,Medium,15000,silver,37526.12484,62543,10508
2017,Large,44353.49563,gray,40884.14279,103163,10509
2027,Compact,36695.29605,gray,20914.33802,95993,10510
2022,Compact,23967.24687,red,8391.725496,98883,10511
2022,Compact,15000,other,11628.76354,170754,10512
2022,Medium,15000,silver,12842.47596,78843,10513
2022,Large,15000,silver,14458.59314,105348,10514
2011,Medium,26288.73826,gray,17851.98839,27494,10515
2025,Medium,15000,white,11774.2349,70280,10516
2026,Compact,15000,blue,32893.89959,96757,10517
2026,Medium,15000,other,17905.55886,71964,10518
2026,Medium,16642.37709,other,17395.34789,131258,10519
2013,Medium,15000,gray,15077.24688,44689,10520
2023,Compact,20240.88022,other,14818.07546,54578,10521
2025,Medium,28715.90214,gray,51653.05568,78087,10522
2012,Medium,15000,other,10512.55876,66829,10523
2020,Compact,15000,silver,23767.14695,88163,10524
2019,Compact,49839.51662,white,23652.5858,91899,10525
2026,Medium,49315.63755,other,13125.53573,62413,10526
2025,Compact,50786.72652,gray,43775.86453,99582,10527
2025,Medium,38090.23875,blue,14159.1988,99307,10528
2024,Medium,51879.59428,white,25108.26532,66961,10529
2027,Medium,27734.68453,blue,19637.0301,110004,10530
2026,Medium,15000,red,12172.15284,51740,10531
2025,Medium,48826.83853,gray,25368.46899,36581,10532
2027,Compact,19807.73704,other,29574.16527,113819,10533
2025,Medium,15000,gray,22508.108,87814,10534
2026,Compact,16893.14977,blue,19545.38273,70060,10535
2018,Medium,15000,silver,19238.14932,39086,10536
2025,Large,78576.37705,silver,16296.88548,67552,10537
2023,Medium,15000,black,47639.80873,75575,10538
2024,Large,15000,black,8135.297136,96662,10539
2022,Compact,19133.82698,other,14213.81495,152775,10540
2022,Compact,21186.34444,gray,41928.5178,108520,10541
2016,Large,15000,red,9467.001686,55828,10542
2018,Medium,15000,black,30274.74421,26380,10543
2027,Compact,32831.00609,silver,12049.22264,55478,10544
2026,Large,15000,gray,33930.2503,55763,10545
2027,Medium,15000,other,12422.80302,61864,10546
2018,Medium,15000,white,11199.70915,80782,10547
2025,Large,15000,other,38569.35539,109250,10548
2022,Large,27988.16497,gray,12320.61235,114933,10549
2024,Large,99468.68276,gray,14975.07279,57192,10550
2020,Compact,40536.82258,blue,16344.12144,56992,10551
2026,Medium,22583.32243,gray,28055.83409,53013,10552
2011,Medium,15000,silver,14734.07303,103627,10553
2022,Medium,22294.89756,black,28619.21997,89882,10554
2020,Compact,43880.07776,other,39783.3345,58076,10555
2022,Large,15000,other,16767.17726,54901,10556
2022,Large,31727.69472,blue,16989.99358,97112,10557
2021,Large,16097.83264,silver,3849.907598,92178,10558
2026,Large,15000,red,34092.71912,78242,10559
2020,Compact,15000,silver,36341.53367,40161,10560
2024,Medium,15000,other,16056.3038,73243,10561
2022,Compact,15000,red,24454.24379,72139,10562
2023,Compact,29437.71882,white,23178.66236,66610,10563
2023,Compact,15000,other,10421.73573,85158,10564
2022,Large,15000,black,21204.9655,91496,10565
2022,Compact,15000,gray,16596.01455,56876,10566
2026,Compact,15000,gray,10547.72345,70150,10567
2016,Compact,35522.70406,silver,16798.10437,112950,10568
2023,Large,15000,white,19692.35522,92388,10569
2024,Large,95367.50977,black,5996.118092,65261,10570
2023,Large,15000,silver,39296.91208,74543,10571
2021,Compact,15000,blue,28829.76793,90463,10572
2023,Compact,15000,white,19396.73436,119788,10573
2022,Medium,29154.41614,red,8340.585022,38014,10574
2018,Large,15000,black,5124.246545,47464,10575
2020,Compact,15000,other,17019.3675,119340,10576
2026,Medium,52292.86792,red,26649.95557,20173,10577
2023,Large,15000,white,27978.75775,24072,10578
2024,Large,15000,gray,7934.241618,78379,10579
2025,Medium,15000,red,49092.76633,73112,10580
2019,Compact,35695.14463,blue,14828.86145,91042,10581
2025,Compact,70127.13414,gray,52396.77456,148743,10582
2025,Compact,27716.5665,blue,21034.44222,78036,10583
2024,Compact,41747.23928,silver,10198.5595,72869,10584
2023,Large,15000,red,27458.48379,75891,10585
2022,Large,35660.42394,blue,18066.67179,53255,10586
2022,Large,15000,gray,18767.33144,73409,10587
2013,Medium,34591.63317,white,37119.53534,145948,10588
2023,Large,15000,other,19698.72382,61259,10589
2027,Medium,15000,silver,30138.81805,43117,10590
2025,Medium,61029.67189,other,23606.16994,83368,10591
2021,Large,15000,black,15752.27589,68518,10592
2026,Compact,23988.64961,gray,41798.63799,118791,10593
2022,Compact,41042.52309,black,22344.62395,38796,10594
2022,Medium,34150.96668,black,18350.22821,28927,10595
2025,Large,15000,gray,68031.44014,91470,10596
2024,Large,22171.92171,blue,23491.40591,85012,10597
2026,Compact,15000,gray,13073.58827,59209,10598
2026,Medium,15000,white,24190.77682,72862,10599
2027,Large,15000,red,29817.03127,86409,10600
2024,Medium,15000,blue,10298.11777,97598,10601
2025,Compact,15000,white,40121.74432,88148,10602
2022,Compact,15000,gray,42798.41059,80467,10603
2022,Compact,35003.49918,red,21350.08569,80236,10604
2026,Medium,15000,silver,30188.43744,74922,10605
2025,Compact,15000,black,20535.30286,90820,10606
2023,Large,15000,blue,22499.47838,33364,10607
2022,Compact,45768.13048,blue,14472.03837,67779,10608
2019,Compact,15000,blue,33041.19449,57989,10609
2016,Large,60796.64623,red,28755.61983,62036,10610
2023,Large,109022.0822,other,13911.55902,74117,10611
2027,Medium,15000,other,11273.0862,84006,10612
2027,Medium,22017.56949,silver,10424.46319,62175,10613
2026,Medium,15000,black,14317.89131,72375,10614
2026,Medium,15000,white,26561.86551,81195,10615
2027,Medium,15000,white,40447.90706,104662,10616
2025,Medium,15000,white,35579.29959,162741,10617
2024,Medium,64443.14206,black,14712.63063,20687,10618
2009,Large,15000,other,28956.49627,58111,10619
2023,Compact,19492.2712,white,11698.6972,67425,10620
2027,Compact,40125.79694,other,22998.15245,78268,10621
2026,Large,58147.84735,blue,14022.83671,70924,10622
2021,Medium,15000,blue,31311.71911,22876,10623
2026,Compact,93414.6766,other,24654.32878,126793,10624
2026,Compact,76396.68526,red,20481.32765,34019,10625
2018,Medium,15000,silver,11832.61727,99220,10626
2022,Large,15000,gray,37340.34434,50912,10627
2025,Medium,15000,red,29889.97414,80003,10628
2027,Medium,69222.57885,black,45793.70847,81464,10629
2026,Compact,15000,blue,16499.5889,69931,10630
2020,Medium,99972.08436,other,16595.21236,74260,10631
2023,Medium,73478.37954,silver,28622.44009,126770,10632
2013,Medium,62953.87566,gray,21004.49267,81133,10633
2026,Medium,15000,red,31707.94562,80705,10634
2022,Compact,15000,white,49260.21359,78841,10635
2021,Compact,78506.88474,silver,16306.73439,110295,10636
2023,Compact,21799.94788,other,37221.74772,67430,10637
2016,Medium,15000,black,23015.52799,133248,10638
2007,Compact,48282.27319,blue,30639.43289,112026,10639
2027,Compact,41542.78502,red,11531.29863,52331,10640
2021,Large,15000,silver,17391.80217,138827,10641
2016,Compact,15000,other,53127.79537,68874,10642
2025,Medium,33113.00981,blue,19142.83663,49826,10643
2019,Large,15000,red,10624.54804,61418,10644
2022,Large,52078.60134,silver,16511.64365,140886,10645
2023,Medium,15000,blue,19986.07867,86970,10646
2027,Large,15000,black,23315.06952,66339,10647
2025,Large,72958.17631,blue,20512.98402,89423,10648
2024,Compact,28167.43433,red,32892.73361,97555,10649
2022,Compact,15000,gray,25722.37438,67106,10650
2023,Large,15000,white,20508.73916,106097,10651
2026,Medium,15000,black,8622.361904,45973,10652
2027,Large,26985.35989,gray,24291.74912,119079,10653
2025,Large,91193.49528,blue,12752.41487,78469,10654
2022,Large,52426.2908,white,37434.96288,92545,10655
2026,Medium,53553.09447,blue,17086.21201,58746,10656
2024,Large,99144.06527,gray,19478.35232,65646,10657
2022,Compact,15000,blue,26717.70527,66588,10658
2023,Compact,49466.11249,black,17653.2273,64193,10659
2026,Medium,29921.4495,red,21812.25765,68951,10660
2023,Medium,15000,gray,23388.52009,81048,10661
2022,Compact,15000,other,10855.21231,20447,10662
2023,Compact,28743.37071,black,33407.83194,82355,10663
2026,Medium,83028.35853,gray,18262.64797,128856,10664
2023,Medium,30018.81888,silver,46646.51009,100536,10665
2023,Large,15000,black,15514.68923,67708,10666
2007,Compact,26941.79625,other,22909.27011,67925,10667
2016,Medium,15000,blue,13846.74278,96477,10668
2021,Compact,66223.56523,blue,30085.28755,85699,10669
2027,Medium,45594.4116,other,23824.87707,62032,10670
2022,Large,28097.79773,white,4998.0271,106320,10671
2023,Compact,36517.6666,blue,6782.93291,37341,10672
2019,Large,17951.73868,other,22483.54159,66780,10673
2022,Compact,30645.57543,blue,22518.58352,77261,10674
2018,Medium,35872.15037,red,21919.1119,55003,10675
2023,Medium,15000,red,16383.4239,112875,10676
2025,Compact,93561.49283,blue,20149.40946,108666,10677
2022,Compact,15000,red,20619.74705,25393,10678
2012,Medium,15000,gray,10634.51255,47670,10679
2026,Large,21187.16318,red,42877.13683,30466,10680
2022,Large,15000,white,24392.43228,78605,10681
2013,Large,15000,other,14960.64401,98397,10682
2025,Medium,15000,black,35651.32398,33915,10683
2024,Large,19165.83112,red,14708.79282,147690,10684
2022,Compact,21362.21107,white,9700.485603,37188,10685
2022,Compact,18183.20235,silver,35005.87268,73947,10686
2021,Medium,15000,red,24987.90184,68723,10687
2015,Large,15000,other,13964.90102,82559,10688
2012,Medium,19949.18501,silver,14195.44164,81570,10689
2025,Large,69733.89692,silver,31036.45728,63841,10690
2022,Large,15000,red,14323.83662,72679,10691
2027,Compact,24113.5053,red,27565.15182,84857,10692
2024,Compact,15000,white,24972.49303,92056,10693
2024,Large,15000,black,30261.5516,9572,10694
2022,Compact,15000,gray,15812.63809,100396,10695
2027,Compact,22666.90406,blue,17631.45216,71085,10696
2027,Medium,30666.02897,gray,36859.90839,143034,10697
2024,Compact,23587.23049,black,29714.55445,64073,10698
2025,Compact,78024.15319,gray,20779.33802,61538,10699
2024,Medium,23864.01799,red,10515.04048,91503,10700
2022,Compact,15000,blue,15776.69001,126609,10701
2022,Medium,64197.03166,gray,4841.167098,146194,10702
2022,Large,19527.4264,other,17883.51961,69701,10703
2024,Medium,51675.32031,black,8825.055347,55327,10704
2023,Medium,71584.49319,white,12579.6364,53666,10705
2023,Compact,50907.17011,silver,25365.53012,116548,10706
2021,Large,45585.33358,white,5731.952516,93924,10707
2020,Compact,33257.4048,white,13153.39299,88862,10708
2020,Large,15000,white,17819.69262,92880,10709
2024,Large,15000,black,21947.97898,91896,10710
2027,Medium,46857.06891,blue,35275.18502,122461,10711
2017,Compact,15000,black,19767.21617,139273,10712
2026,Compact,19005.14212,red,26872.93536,153554,10713
2022,Medium,16853.52063,blue,26728.02276,112515,10714
2022,Large,27487.60242,red,24353.86277,74202,10715
2027,Medium,33490.5918,gray,23366.02198,76093,10716
2022,Compact,48239.483,other,26587.2767,115171,10717
2026,Large,44124.95406,blue,17884.7888,127368,10718
2019,Compact,28100.56979,blue,24474.33225,72488,10719
2023,Medium,15000,gray,35318.68172,106929,10720
2026,Compact,15000,silver,53902.73402,80923,10721
2020,Large,16141.05683,silver,21395.19172,80654,10722
2026,Medium,15000,blue,36420.57129,36763,10723
2023,Medium,15000,blue,13511.61066,72136,10724
2025,Medium,33912.97362,other,30198.5923,54923,10725
2023,Large,45639.28544,silver,41225.29804,40900,10726
2024,Compact,27487.60242,black,13295.44161,87466,10727
2026,Medium,26164.03552,red,53404.27597,63650,10728
2019,Medium,15000,gray,16900.04799,89190,10729
2022,Medium,15000,blue,12615.22419,69315,10730
2024,Large,15000,white,25171.02853,100534,10731
2027,Compact,17456.40218,other,34011.26705,75774,10732
2018,Medium,77913.13255,blue,25647.67122,54602,10733
2027,Large,15000,red,32000.59806,70927,10734
2016,Compact,15000,silver,8340.585022,97162,10735
2024,Medium,15000,blue,39413.52026,54138,10736
2026,Large,48777.86175,blue,30060.72527,70323,10737
2022,Medium,15000,white,8883.031689,34235,10738
2027,Compact,15000,white,19330.26371,63318,10739
2019,Large,53521.6123,gray,10388.4763,106580,10740
2026,Medium,15000,gray,20074.85298,100984,10741
2022,Medium,48771.17625,white,30019.23087,42958,10742
2021,Compact,40730.62209,blue,28719.42338,98084,10743
2021,Compact,15000,blue,13345.08944,36776,10744
2024,Compact,15000,red,13964.90102,61296,10745
2022,Large,15000,white,29880.34521,160212,10746
2024,Medium,15000,gray,8899.481726,116093,10747
2011,Compact,34292.85539,other,37575.36119,116854,10748
2022,Compact,15000,other,19582.01105,118515,10749
2025,Medium,15000,other,5993.655866,67901,10750
2020,Medium,38758.54843,white,29259.69897,81620,10751
2023,Large,34584.20664,other,31881.8016,54721,10752
2027,Compact,15000,black,12142.28073,95417,10753
2020,Large,46708.69968,red,11389.54463,83497,10754
2020,Compact,18230.10686,red,19669.31038,46335,10755
2021,Large,35709.38787,black,23012.25931,93177,10756
2023,Large,15000,black,17860.42406,55437,10757
2017,Medium,15000,red,9093.17079,110345,10758
2026,Medium,15000,blue,22899.89469,53091,10759
2014,Medium,15061.50417,blue,36753.88342,54070,10760
2027,Medium,15000,silver,36341.53367,12720,10761
2027,Large,15000,other,20649.8508,82150,10762
2024,Compact,18259.79468,other,17791.6001,70662,10763
2024,Large,15000,black,18419.91004,101411,10764
2024,Large,24617.46125,red,42581.42379,35815,10765
2027,Medium,15000,red,13656.20968,99717,10766
2025,Large,15000,silver,10307.02595,82531,10767
2019,Medium,34959.28359,other,34467.05905,63167,10768
2022,Medium,50650.91578,red,9490.708345,6172,10769
2024,Compact,15000,red,19246.3984,51529,10770
2020,Compact,15000,blue,32320.32072,148596,10771
2025,Compact,54631.22283,silver,20057.86217,32187,10772
2023,Compact,15000,other,14606.21129,95269,10773
2025,Compact,50393.33364,other,19420.93773,86755,10774
2017,Large,23967.24687,gray,13024.90296,88736,10775
2027,Large,15000,white,24238.37685,144255,10776
2022,Large,34633.91184,gray,42364.97186,50170,10777
2022,Large,15000,silver,15688.34865,66531,10778
2027,Medium,15000,red,20683.00183,34238,10779
2027,Large,15000,silver,37028.54514,125781,10780
2027,Compact,15000,other,35518.47415,71020,10781
2020,Large,42166.28007,other,22950.4312,55629,10782
2022,Medium,41715.36413,other,7407.253851,84306,10783
2021,Large,67409.60839,black,22665.12086,105127,10784
2023,Large,42631.77662,blue,13813.69028,69417,10785
2025,Medium,25850.24582,other,14858.49852,113112,10786
2027,Large,41997.47459,gray,35390.50774,61962,10787
2023,Medium,15000,blue,30341.3979,105156,10788
2026,Compact,15000,blue,10505.05601,48280,10789
2023,Compact,74365.92941,gray,4892.460398,73034,10790
2019,Medium,17327.66815,white,22389.28085,65371,10791
2025,Compact,15000,black,26785.37983,31241,10792
2026,Medium,15000,gray,28276.19296,49545,10793
2025,Compact,15000,white,23443.05021,91008,10794
2027,Large,15000,other,17934.67334,111142,10795
2026,Compact,24493.43431,white,18233.40709,79766,10796
2022,Medium,74348.75923,other,14530.41246,60516,10797
2025,Compact,49193.79125,gray,41247.11491,96680,10798
2027,Large,25431.14557,blue,16572.41869,132890,10799
2024,Compact,30774.63668,blue,5541.18884,90374,10800
2022,Medium,26729.83514,gray,22707.27087,123772,10801
2023,Compact,15000,other,4260.154398,75453,10802
2019,Large,15000,red,39462.89096,108817,10803
2023,Medium,35806.59166,gray,42939.97388,89408,10804
2025,Compact,15000,red,18786.44783,113412,10805
2023,Large,54195.18815,black,36875.42742,75197,10806
2025,Compact,15000,black,9170.018814,61784,10807
2024,Compact,23081.83582,black,44556.08672,135910,10808
2012,Medium,15000,red,8859.565373,53236,10809
2025,Large,41469.15511,other,24085.38404,28061,10810
2021,Medium,18878.40165,red,11571.22708,102277,10811
2027,Compact,31901.81556,other,31038.63666,60131,10812
2024,Medium,15000,white,26016.30255,52510,10813
2021,Compact,55944.8038,red,24371.47255,96305,10814
2026,Compact,15000,blue,16137.63889,76815,10815
2025,Large,29245.26601,black,23135.74453,123907,10816
2026,Large,15000,white,29143.589,111736,10817
2019,Compact,52447.48122,silver,10754.40988,77090,10818
2021,Large,15000,black,31020.11932,91339,10819
2023,Compact,15000,black,9072.492594,84439,10820
2023,Medium,15000,gray,21690.29447,60885,10821
2023,Large,55575.27584,silver,12270.1075,44914,10822
2025,Large,49004.24574,red,6670.880185,133108,10823
2023,Compact,15000,blue,29500.18495,123184,10824
2024,Large,27652.67404,gray,21452.42449,77436,10825
2026,Large,22256.30806,white,24927.15364,77507,10826
2019,Compact,55764.61571,silver,8801.433121,47046,10827
2014,Medium,15000,red,36816.61163,52532,10828
2027,Medium,54401.56239,white,40696.85864,82644,10829
2020,Compact,20282.5236,black,48281.71067,88366,10830
2024,Medium,16840.10847,black,19668.06586,71890,10831
2019,Compact,74399.98362,gray,15689.7592,95615,10832
2009,Medium,49193.79125,gray,18338.22233,62798,10833
2022,Compact,56829.7218,gray,24291.74912,80900,10834
2009,Large,59417.82386,blue,33276.1974,49568,10835
2024,Medium,45813.65832,white,29961.60374,97798,10836
2022,Large,91501.91968,red,20180.80431,92991,10837
2022,Medium,15000,silver,31112.64288,46911,10838
2020,Medium,15000,gray,21485.40418,45710,10839
2025,Medium,15000,other,20539.73711,99151,10840
2025,Compact,15000,other,8897.182674,67169,10841
2024,Large,15000,other,14077.06308,94052,10842
2024,Large,21525.06419,silver,32102.42871,38496,10843
2014,Compact,42095.27199,blue,11742.0086,83111,10844
2025,Large,15000,white,11134.56507,118786,10845
2023,Medium,15000,gray,41290.84448,46093,10846
2024,Compact,39370.84439,black,6301.50045,83551,10847
2016,Compact,15000,black,19601.60352,72622,10848
2024,Medium,26531.3394,gray,36214.76124,71947,10849
2025,Medium,15000,other,52104.20079,61997,10850
2024,Compact,41973.43366,blue,23603.95371,76690,10851
2020,Medium,15000,red,10656.08953,133186,10852
2027,Compact,54055.16684,other,33710.02102,86940,10853
2024,Large,50873.86086,silver,21361.51819,106665,10854
2023,Compact,15000,white,16925.5799,73652,10855
2025,Medium,15000,silver,18742.30413,91188,10856
2025,Large,15000,red,28172.62564,93145,10857
2021,Large,15000,blue,5417.412871,105530,10858
2024,Large,39736.33737,other,25314.37515,50342,10859
2013,Compact,15000,white,12755.51903,106789,10860
2020,Compact,20586.64328,other,16628.82763,81144,10861
2020,Compact,31353.42761,silver,15430.58451,97641,10862
2024,Compact,30375.67688,blue,12493.74156,55002,10863
2018,Compact,61819.33711,red,19771.42346,47752,10864
2023,Medium,36735.11509,white,23298.41061,67411,10865
2026,Compact,15000,white,22541.47958,138224,10866
2024,Compact,48606.8483,black,18716.21002,500,10867
2027,Medium,15000,gray,19970.8467,500,10868
2022,Large,44947.37237,silver,9780.137494,127881,10869
2027,Large,15000,black,8883.031689,71019,10870
2026,Medium,16294.07105,other,20824.33597,112283,10871
2022,Medium,15000,other,15344.09378,58626,10872
2025,Medium,35320.96123,red,38451.43588,46519,10873
2018,Compact,35119.03561,white,27119.21033,73310,10874
2022,Large,15000,blue,13903.18232,89581,10875
2022,Large,75204.52142,gray,24216.01167,75893,10876
2022,Medium,15000,red,19395.42813,74685,10877
2023,Compact,17256.20797,white,26580.79465,90631,10878
2026,Compact,37250.47869,other,5948.10928,62503,10879
2025,Compact,26930.26119,white,42593.59267,85229,10880
2026,Medium,64158.24436,blue,11265.97108,61195,10881
